Protein Identifier,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,VS111,VS211,VS311,VS411,VS511,VS611,VS711,VS121,VS221,VS321,VS421,VS521,VS621,VS721,VS131,VS231,VS331,VS431,VS531,VS631,VS731,VS141,VS241,VS341,VS441,VS541,VS641,VS741,VS151,VS251,VS351,VS451,VS551,VS651,VS751,VS161,VS261,VS361,VS461,VS561,VS661,VS761,VS171,VS271,VS371,VS471,VS571,VS671,VS771,VS112,VS212,VS312,VS412,VS512,VS612,VS712,VS122,VS222,VS322,VS422,VS522,VS622,VS722,VS132,VS232,VS332,VS432,VS532,VS632,VS732,VS142,VS242,VS342,VS442,VS542,VS642,VS742,VS152,VS252,VS352,VS452,VS552,VS652,VS752,VS162,VS262,VS362,VS462,VS562,VS662,VS762,VS172,VS272,VS372,VS472,VS572,VS672,VS772,VS113,VS213,VS313,VS413,VS513,VS613,VS713,VS123,VS223,VS323,VS423,VS523,VS623,VS723,VS133,VS233,VS333,VS433,VS533,VS633,VS733,VS143,VS243,VS343,VS443,VS543,VS643,VS743,VS153,VS253,VS353,VS453,VS553,VS653,VS753,VS163,VS263,VS363,VS463,VS563,VS663,VS763,VS173,VS273,VS373,VS473,VS573,VS673,VS773,VS114,VS214,VS314,VS414,VS514,VS614,VS714,VS124,VS224,VS324,VS424,VS524,VS624,VS724,VS134,VS234,VS334,VS434,VS534,VS634,VS734,VS144,VS244,VS344,VS444,VS544,VS644,VS744,VS154,VS254,VS354,VS454,VS554,VS654,VS754,VS164,VS264,VS364,VS464,VS564,VS664,VS764,VS174,VS274,VS374,VS474,VS574,VS674,VS774,VS115,VS215,VS315,VS415,VS515,VS615,VS715,VS125,VS225,VS325,VS425,VS525,VS625,VS725,VS135,VS235,VS335,VS435,VS535,VS635,VS735,VS145,VS245,VS345,VS445,VS545,VS645,VS745,VS155,VS255,VS355,VS455,VS555,VS655,VS755,VS165,VS265,VS365,VS465,VS565,VS665,VS765,VS175,VS275,VS375,VS475,VS575,VS675,VS775,VS116,VS216,VS316,VS416,VS516,VS616,VS716,VS126,VS226,VS326,VS426,VS526,VS626,VS726,VS136,VS236,VS336,VS436,VS536,VS636,VS736,VS146,VS246,VS346,VS446,VS546,VS646,VS746,VS156,VS256,VS356,VS456,VS556,VS656,VS756,VS166,VS266,VS366,VS466,VS566,VS666,VS766,VS176,VS276,VS376,VS476,VS576,VS676,VS776,VS117,VS217,VS317,VS417,VS517,VS617,VS717,VS127,VS227,VS327,VS427,VS527,VS627,VS727,VS137,VS237,VS337,VS437,VS537,VS637,VS737,VS147,VS247,VS347,VS447,VS547,VS647,VS747,VS157,VS257,VS357,VS457,VS557,VS657,VS757,VS167,VS267,VS367,VS467,VS567,VS667,VS767,VS177,VS277,VS377,VS477,VS577,VS677,VS777,PSSM_A,PSSM_R,PSSM_N,PSSM_D,PSSM_C,PSSM_Q,PSSM_E,PSSM_G,PSSM_H,PSSM_I,PSSM_L,PSSM_K,PSSM_M,PSSM_F,PSSM_P,PSSM_S,PSSM_T,PSSM_W,PSSM_Y,PSSM_V
P40202,0.07228915662650602,0.028112449799196786,0.08032128514056225,0.04819277108433735,0.028112449799196786,0.028112449799196786,0.06827309236947791,0.06827309236947791,0.020080321285140562,0.07630522088353414,0.05622489959839357,0.08032128514056225,0.012048192771084338,0.0321285140562249,0.040160642570281124,0.08032128514056225,0.0642570281124498,0.01606425702811245,0.024096385542168676,0.07630522088353414,3,1,4,2,2,1,0,4,2,1,0,1,1,0,0,2,7,0,2,1,1,2,0,1,0,2,0,0,2,2,1,0,0,1,0,1,1,1,0,2,0,0,1,0,0,2,0,0,0,4,2,2,1,1,2,0,4,1,4,1,0,1,0,1,0,3,2,4,1,0,0,1,0,4,1,0,0,2,0,0,1,0,0,0,0,2,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,2,3,0,2,0,2,0,1,4,1,1,1,4,0,1,3,0,0,0,0,0,4,0,1,2,0,0,0,2,1,0,2,2,0,0,1,0,0,0,0,0,0,2,2,2,0,1,0,1,1,1,4,0,1,0,1,0,2,1,1,0,0,0,2,1,1,0,0,2,0,1,2,0,1,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,2,4,4,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,3,1,2,1,1,0,0,0,1,0,0,1,0,3,2,1,0,0,1,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4798387096774194,-1.4596774193548387,-0.8548387096774194,-0.9879032258064516,-2.004032258064516,-0.9435483870967742,-0.8830645161290323,-1.1774193548387097,-1.3709677419354838,-1.2096774193548387,-1.4959677419354838,-0.6935483870967742,-1.3709677419354838,-2.129032258064516,-1.560483870967742,-0.4314516129032258,-0.45564516129032256,-3.217741935483871,-1.9596774193548387,-0.8629032258064516
P40303,0.051181102362204724,0.06299212598425197,0.027559055118110236,0.051181102362204724,0.015748031496062992,0.06299212598425197,0.08661417322834646,0.05905511811023622,0.015748031496062992,0.05511811023622047,0.07086614173228346,0.07480314960629922,0.003937007874015748,0.023622047244094488,0.03937007874015748,0.09055118110236221,0.06692913385826772,0.003937007874015748,0.03543307086614173,0.10236220472440945,5,3,4,1,0,2,2,1,3,1,0,0,2,0,2,4,1,4,2,1,0,0,2,1,0,0,0,0,2,0,1,0,1,2,0,1,3,0,0,0,0,0,0,0,1,1,0,1,0,4,0,3,0,1,0,0,0,1,3,1,2,2,0,0,5,2,1,1,1,0,1,0,1,0,1,0,0,3,2,3,1,0,0,0,0,2,2,0,2,3,0,0,0,0,0,0,0,0,1,2,2,0,2,0,0,4,1,3,0,4,2,0,1,2,1,0,2,0,0,3,0,3,1,2,0,0,1,0,2,1,2,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,1,0,0,1,1,0,1,1,2,1,1,1,0,1,1,1,0,0,1,0,3,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,1,2,0,2,0,1,0,0,1,0,0,2,0,1,2,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,2,3,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,3,2,2,2,0,0,1,0,1,2,0,1,0,0,1,0,1,1,2,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.37549407114624506,-1.308300395256917,-1.608695652173913,-1.66798418972332,-2.5454545454545454,-1.4387351778656126,-1.173913043478261,-1.4466403162055337,-1.7272727272727273,-1.4110671936758894,-1.6877470355731226,-1.2490118577075098,-1.3122529644268774,-2.110671936758893,-2.691699604743083,-0.8814229249011858,-0.7509881422924901,-3.474308300395257,-1.7509881422924902,-1.1462450592885376
P40316,0.04289544235924933,0.03753351206434316,0.08042895442359249,0.08847184986595175,0.002680965147453083,0.064343163538874,0.0938337801608579,0.05630026809651475,0.013404825737265416,0.03485254691689008,0.12064343163538874,0.0938337801608579,0.010723860589812333,0.01876675603217158,0.05630026809651475,0.08847184986595175,0.04289544235924933,0.0,0.024128686327077747,0.029490616621983913,3,1,0,3,0,2,0,2,2,3,1,1,4,0,1,1,2,1,1,1,0,0,2,2,2,0,1,0,0,0,1,0,0,1,0,0,1,1,0,4,4,0,0,0,0,0,0,0,0,4,3,4,1,0,1,0,4,8,2,4,2,4,0,1,1,2,4,4,1,0,1,2,2,2,1,3,0,2,1,2,0,4,1,0,2,3,2,3,1,3,0,0,0,0,0,0,1,0,0,4,1,0,0,2,0,1,3,3,1,1,0,1,3,1,0,1,0,4,0,2,4,2,2,1,0,0,0,3,4,3,1,2,0,1,1,1,2,0,5,0,0,0,0,0,0,0,0,0,2,1,2,1,2,0,3,4,2,1,3,1,0,1,2,1,3,1,0,0,2,3,2,2,1,2,0,1,2,4,1,1,0,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,1,5,2,3,1,0,0,0,5,1,2,5,1,0,0,2,0,1,0,1,0,1,4,2,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,2,1,1,2,5,0,0,0,4,0,2,3,0,3,1,0,3,6,1,0,2,2,1,0,1,2,0,0,4,3,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7016129032258065,-0.6639784946236559,-0.20967741935483872,-0.5564516129032258,-2.185483870967742,-0.10752688172043011,-0.13172043010752688,-1.4274193548387097,-1.0456989247311828,-1.6263440860215055,-1.3978494623655915,-0.27419354838709675,-0.9112903225806451,-1.9865591397849462,-1.196236559139785,-0.053763440860215055,-0.5672043010752689,-2.6693548387096775,-1.5779569892473118,-1.282258064516129
P40325,0.04040404040404041,0.09090909090909091,0.045454545454545456,0.03535353535353535,0.04040404040404041,0.0707070707070707,0.03535353535353535,0.06565656565656566,0.030303030303030304,0.020202020202020204,0.05555555555555555,0.030303030303030304,0.015151515151515152,0.015151515151515152,0.13636363636363635,0.09090909090909091,0.0707070707070707,0.015151515151515152,0.06060606060606061,0.03535353535353535,2,2,0,2,0,0,0,0,0,2,2,3,0,0,2,1,1,1,0,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,2,2,1,5,1,1,0,1,4,0,0,0,0,2,0,3,1,0,0,0,1,6,3,2,1,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,1,3,1,1,2,0,0,2,4,8,4,0,0,0,2,2,3,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,3,0,0,1,1,1,0,1,3,0,0,0,1,4,2,0,1,0,2,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27918781725888325,-0.34517766497461927,-0.3553299492385787,-0.751269035532995,-1.649746192893401,-0.09137055837563451,-0.4720812182741117,-1.0253807106598984,-0.9390862944162437,-1.6598984771573604,-1.5634517766497462,-0.2131979695431472,-1.015228426395939,-1.9035532994923858,-0.19796954314720813,0.09137055837563451,-0.2436548223350254,-2.3045685279187818,-1.1878172588832487,-1.284263959390863
P40416,0.07101449275362319,0.057971014492753624,0.04927536231884058,0.050724637681159424,0.005797101449275362,0.0391304347826087,0.042028985507246375,0.059420289855072465,0.015942028985507246,0.08115942028985507,0.11594202898550725,0.06811594202898551,0.021739130434782608,0.0536231884057971,0.03333333333333333,0.06376811594202898,0.06666666666666667,0.011594202898550725,0.02318840579710145,0.06956521739130435,2,8,10,1,2,1,0,8,7,9,4,5,2,1,5,10,8,3,4,1,2,1,3,3,2,4,5,0,3,4,3,3,1,3,0,1,3,0,1,1,3,0,1,0,0,0,0,0,0,8,12,8,6,6,2,1,14,13,12,3,8,2,0,8,10,3,6,5,5,0,3,5,5,4,1,3,0,9,4,3,3,2,2,0,2,3,4,2,5,2,0,0,0,0,0,1,0,0,3,5,8,3,3,2,0,10,8,6,6,3,4,0,3,7,3,0,4,1,0,0,4,3,1,3,0,0,4,6,1,2,2,2,0,0,6,1,2,2,0,0,1,1,0,0,0,0,0,4,3,2,2,2,1,0,3,9,6,1,0,1,0,2,3,3,0,3,2,0,4,4,0,1,1,1,0,1,7,1,0,1,1,0,2,5,1,1,2,0,0,0,0,0,0,0,0,0,2,5,3,5,3,2,0,4,11,2,3,5,5,0,4,4,1,1,1,0,0,5,0,2,1,1,1,0,1,4,0,1,0,1,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3,1,1,1,1,0,4,3,3,4,2,3,0,2,3,0,1,0,2,0,1,4,0,2,1,1,0,2,4,3,1,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6966618287373004,-1.5152394775036284,-1.4876632801161103,-2.146589259796807,-2.825834542815675,-1.1988388969521044,-1.6415094339622642,-1.9550072568940493,-1.9593613933236576,-0.7358490566037735,-0.7285921625544267,-1.579100145137881,-0.8011611030478955,-1.2844702467343976,-2.6313497822931784,-0.5863570391872278,-0.8156748911465893,-2.8171262699564585,-1.7982583454281567,-0.8940493468795355
P40460,0.02170767004341534,0.04775687409551375,0.0824891461649783,0.04775687409551375,0.002894356005788712,0.06222865412445731,0.09696092619392185,0.03473227206946455,0.023154848046309694,0.08972503617945007,0.11143270622286541,0.10564399421128799,0.01881331403762663,0.02894356005788712,0.01881331403762663,0.09117221418234443,0.05788712011577424,0.00723589001447178,0.024602026049204053,0.02604920405209841,4,1,3,0,0,0,0,1,2,1,3,2,4,0,4,5,1,4,0,0,0,2,1,1,5,0,0,0,0,3,0,3,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,2,0,3,6,6,8,6,0,0,2,5,4,1,9,6,0,2,3,10,4,6,6,0,1,10,6,6,2,8,0,1,9,6,5,4,6,1,0,0,1,0,0,0,0,2,4,3,3,1,1,0,4,5,2,9,6,8,0,2,6,6,3,2,3,0,1,6,2,3,4,3,0,1,7,7,4,3,7,0,0,6,5,3,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,0,7,2,6,5,6,7,1,3,5,4,3,7,3,0,1,8,4,5,0,2,0,1,7,3,2,2,2,0,0,2,7,4,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,10,7,4,3,8,0,3,5,3,2,6,0,0,1,7,4,1,4,1,0,0,4,1,2,3,1,0,2,7,3,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,3,4,5,2,10,5,0,0,8,4,6,5,1,0,1,9,4,2,3,4,0,0,2,2,1,0,4,0,1,4,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.591304347826087,0.3130434782608696,-0.4420289855072464,-0.9739130434782609,-3.263768115942029,1.3608695652173912,1.4246376811594204,-3.1565217391304348,-0.8782608695652174,-1.5246376811594202,-0.4492753623188406,1.0115942028985507,-0.6376811594202898,-3.1608695652173915,-4.101449275362318,-0.45507246376811594,-0.8898550724637682,-4.059420289855073,-2.652173913043478,-1.728985507246377
P40473,0.039886039886039885,0.05698005698005698,0.06837606837606838,0.037037037037037035,0.005698005698005698,0.09971509971509972,0.05698005698005698,0.045584045584045586,0.03133903133903134,0.05413105413105413,0.06837606837606838,0.04843304843304843,0.045584045584045586,0.017094017094017096,0.09401709401709402,0.1111111111111111,0.05982905982905983,0.002849002849002849,0.022792022792022793,0.03418803418803419,1,2,2,0,0,0,0,1,1,2,7,2,1,0,2,3,5,1,0,2,0,0,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,2,4,7,3,1,0,2,7,3,3,3,0,0,6,4,4,6,3,1,0,2,2,1,2,1,3,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,2,5,4,1,0,0,0,2,7,5,5,1,0,0,6,5,5,2,0,4,0,0,2,5,2,1,1,0,0,1,1,0,3,1,0,2,1,3,1,2,1,1,0,0,0,0,1,0,0,1,3,3,3,1,0,0,2,4,4,4,2,3,0,0,2,8,0,1,3,0,3,3,2,8,0,2,0,0,2,2,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,1,3,0,0,0,1,1,2,1,1,0,1,2,3,0,0,0,0,0,0,2,2,2,0,0,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,2,0,0,0,1,0,2,1,0,3,1,1,1,1,2,0,1,1,0,0,0,1,1,1,0,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5457142857142857,-0.5114285714285715,-0.20857142857142857,-0.8457142857142858,-2.037142857142857,0.13428571428571429,-0.2914285714285714,-1.3885714285714286,-0.6714285714285714,-1.4228571428571428,-1.3057142857142856,-0.28285714285714286,-0.6371428571428571,-1.7971428571428572,-0.7542857142857143,0.02,-0.24857142857142858,-2.4114285714285715,-1.262857142857143,-1.0714285714285714
P40485,0.043731778425655975,0.037900874635568516,0.08600583090379009,0.056851311953352766,0.0029154518950437317,0.11078717201166181,0.04227405247813411,0.029154518950437316,0.01749271137026239,0.056851311953352766,0.09766763848396501,0.06268221574344024,0.018950437317784258,0.043731778425655975,0.04227405247813411,0.11224489795918367,0.06268221574344024,0.0058309037900874635,0.02478134110787172,0.04518950437317784,0,3,5,1,0,0,0,2,6,3,2,4,4,0,0,3,9,3,4,1,1,2,5,4,4,2,2,0,0,1,3,0,1,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,2,8,5,6,0,2,0,6,9,5,6,5,6,0,8,5,8,3,4,3,0,4,8,5,4,4,4,0,5,5,4,3,0,1,0,2,3,7,5,7,3,0,0,0,0,0,0,0,0,3,5,5,5,2,0,0,4,11,7,4,3,1,0,4,6,16,9,4,3,0,1,5,7,10,3,1,0,2,7,3,2,1,2,0,1,4,2,3,0,0,0,0,0,1,0,0,1,0,2,3,2,3,1,1,0,4,6,12,9,1,8,0,0,8,5,6,2,2,0,2,11,2,30,3,2,0,4,2,3,2,2,1,0,2,5,1,2,0,2,0,0,0,0,0,0,0,0,1,2,1,3,1,3,0,3,3,3,3,2,7,0,4,5,2,3,2,0,1,2,2,1,1,1,0,0,0,3,1,0,1,2,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,4,2,1,5,3,1,0,4,3,3,2,0,1,0,1,9,4,1,1,3,0,0,3,3,0,2,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.48759124087591244,-0.4642335766423358,-0.31386861313868614,-0.7021897810218978,-1.9226277372262774,0.08321167883211679,-0.1781021897810219,-1.3313868613138686,-0.7547445255474453,-1.2,-1.032116788321168,-0.16204379562043797,-0.6861313868613139,-1.364963503649635,-0.9357664233576642,0.049635036496350364,-0.2686131386861314,-2.2656934306569343,-1.108029197080292,-0.981021897810219
P40574,0.05714285714285714,0.061224489795918366,0.08163265306122448,0.04897959183673469,0.0326530612244898,0.053061224489795916,0.09795918367346938,0.012244897959183673,0.044897959183673466,0.053061224489795916,0.09795918367346938,0.11428571428571428,0.0163265306122449,0.00816326530612245,0.04897959183673469,0.0653061224489796,0.04897959183673469,0.004081632653061225,0.0163265306122449,0.036734693877551024,1,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,5,0,1,1,0,0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,3,3,1,0,1,3,5,1,1,2,2,0,0,1,1,0,1,3,0,0,0,2,1,0,2,0,0,3,2,5,0,0,0,0,1,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,2,2,0,1,0,0,0,1,1,2,0,1,0,0,0,1,1,1,1,0,0,2,0,0,1,1,0,0,3,2,0,3,3,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,3,1,1,5,2,0,0,0,0,0,1,1,2,0,2,0,1,4,1,1,1,2,1,0,3,0,0,0,1,3,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,2,3,1,1,1,1,0,2,3,0,0,0,1,0,3,3,0,4,1,2,0,0,1,0,3,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,5,0,1,1,0,1,0,1,1,1,1,1,3,0,0,1,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3401639344262295,-0.16393442622950818,-0.2336065573770492,-0.5983606557377049,-2.0614754098360657,0.1885245901639344,0.12295081967213115,-1.5491803278688525,-0.8852459016393442,-1.5532786885245902,-1.278688524590164,0.01639344262295082,-1.0,-2.2336065573770494,-1.3360655737704918,0.05327868852459016,-0.3360655737704918,-2.8524590163934427,-1.778688524590164,-1.3319672131147542
P40582,0.07692307692307693,0.038461538461538464,0.029914529914529916,0.05982905982905983,0.0,0.03418803418803419,0.07264957264957266,0.04700854700854701,0.029914529914529916,0.06837606837606838,0.1111111111111111,0.0811965811965812,0.02564102564102564,0.05982905982905983,0.05555555555555555,0.08974358974358974,0.01282051282051282,0.01282051282051282,0.04700854700854701,0.04700854700854701,0,1,2,0,1,0,0,1,2,3,0,1,3,0,0,2,2,2,0,3,0,0,0,2,1,0,0,0,1,2,2,0,1,1,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,3,1,3,0,0,2,9,5,3,2,2,0,3,1,4,0,2,1,0,1,4,1,3,1,2,0,1,1,0,0,3,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,3,5,1,0,2,1,0,1,4,1,1,0,1,0,0,3,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,1,2,1,0,0,1,1,0,1,0,0,0,1,1,0,0,2,0,0,1,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,1,1,0,2,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,4,2,0,0,2,0,2,3,1,4,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5879828326180258,-1.2103004291845494,-1.1802575107296138,-1.2660944206008584,-1.9484978540772533,-0.9356223175965666,-0.7682403433476395,-1.849785407725322,-1.1630901287553648,-1.0772532188841202,-0.7339055793991416,-0.7381974248927039,-0.7296137339055794,-0.9484978540772532,-1.5965665236051503,-0.9356223175965666,-0.944206008583691,-1.6952789699570816,-0.9098712446351931,-1.0214592274678111
P40892,0.05612244897959184,0.03571428571428571,0.08673469387755102,0.0663265306122449,0.015306122448979591,0.01020408163265306,0.05612244897959184,0.09183673469387756,0.015306122448979591,0.11734693877551021,0.061224489795918366,0.061224489795918366,0.01020408163265306,0.02040816326530612,0.05612244897959184,0.04081632653061224,0.04591836734693878,0.00510204081632653,0.05102040816326531,0.09693877551020408,6,3,3,2,1,1,0,3,3,4,4,0,0,0,1,1,1,1,0,2,0,0,2,1,0,0,3,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,1,0,0,2,3,1,2,0,4,0,3,2,0,1,0,0,0,4,0,1,1,0,3,0,0,2,1,0,2,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,1,1,2,1,1,0,0,1,2,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,0,1,0,0,0,0,3,0,1,1,0,1,0,1,0,0,0,2,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,2,4,0,0,0,1,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48205128205128206,-1.3384615384615384,-0.8358974358974359,-1.3948717948717948,-2.1333333333333333,-1.3794871794871795,-1.2102564102564102,-0.676923076923077,-1.1897435897435897,-0.8564102564102564,-1.9384615384615385,-1.1333333333333333,-1.4923076923076923,-1.9692307692307693,-2.0923076923076924,-0.9435897435897436,-0.6974358974358974,-3.169230769230769,-1.8974358974358974,-0.4153846153846154
