Identifier A,Identifier B,Interaction
P38986,P03962,0
P38042,P16649,0
P36036,P43545,0
Q12263,P32908,0
P41697,P53862,0
P38013,Q04048,0
Q12440,Q00582,0
P36068,Q12358,0
P43545,P40963,0
Q12390,P39998,0
Q03063,P30771,0
P32468,Q3E7C1,0
P54786,P53215,0
P02829,P38523,0
P08524,P36057,0
P32505,P47129,0
P38072,P00927,0
P33420,Q12154,0
Q06549,P38147,0
P09938,P32263,0
P12904,P10862,0
P05453,P32389,0
P17555,Q05580,0
P53129,P38930,0
P32468,P46954,0
P25342,P40161,0
P47011,P22216,0
P38930,P32639,0
Q06410,P53971,0
Q12066,P14741,0
P38276,P38785,0
Q06169,P81449,0
P24719,P05373,0
P24279,P40316,0
P53184,P06782,0
P47037,P53971,0
P04807,P47129,0
P33420,P53862,0
Q12462,Q12134,0
P36010,P46964,0
P53617,Q06549,0
P32458,P11075,0
P07270,P38274,0
P40957,P53971,0
P07272,P36057,0
P31539,P43605,0
P53253,P53081,0
P36057,Q3E7C1,0
P17106,Q06440,0
Q12033,P03069,0
P38080,Q04868,0
Q12365,P25342,0
P17555,Q12462,0
Q12440,Q06704,0
P39081,P32917,0
P40416,P53971,0
P00927,P32639,0
Q04921,P53886,0
Q02895,Q12134,0
P36094,P38930,0
P38910,Q06407,0
Q12159,Q08601,0
P53112,Q04411,0
Q12306,Q12051,0
P53617,P39081,0
P08964,P32389,0
P33420,P21705,0
P52917,P43569,0
P03962,P08536,0
P25638,P32628,0
P53739,P24719,0
P31539,P38748,0
Q12263,P35191,0
P47025,P32361,0
P36010,Q05568,0
P81449,P30822,0
P39743,Q12102,0
P32849,Q02908,0
P12904,P40473,0
P41921,P32263,0
Q12263,P25342,0
P06700,P11746,0
P14741,Q12358,0
P42935,P36094,0
Q04673,P20967,0
Q12191,P47025,0
P17106,Q03898,0
P43605,P12753,0
P81449,Q12020,0
Q02884,P09201,0
P36094,Q12154,0
P0C0X0,Q03860,0
P32523,P21304,0
P06700,Q03860,0
P38910,P54861,0
Q12263,Q12440,0
Q04477,P53163,0
P40089,P06782,0
P06786,P40161,0
P61829,P23542,0
Q01454,P39998,0
P38198,Q03654,0
P39929,P11978,0
P40416,Q05080,0
P14741,P39743,0
P33419,P38072,0
P22804,Q03954,0
Q04921,P32479,0
Q12346,P36036,0
Q01389,P43619,0
P47025,P32849,0
P40485,P53215,0
Q04003,P30822,0
P25638,Q12358,0
P06782,Q12102,0
P25367,Q12263,0
Q92331,P36057,0
P39007,P25293,0
Q06704,Q12334,0
P52917,P32908,0
P36095,Q12390,0
P08524,P32263,0
Q06178,P35191,0
P57743,Q02939,0
P53253,P36057,0
P25367,P43619,0
Q12263,P32389,0
P26343,P38910,0
P04387,Q03818,0
P24719,P40963,0
P07272,P09798,0
P39723,Q12051,0
Q03063,P03069,0
P11978,P11075,0
Q12514,Q02908,0
P38274,P52891,0
P14741,P40892,0
P32504,Q12051,0
Q92331,P11978,0
P22804,P20967,0
P47115,P47129,0
P38874,Q12060,0
P17423,P06782,0
P53739,P53633,0
Q04921,P46964,0
P09938,Q12102,0
P27895,Q08931,0
P41697,Q12440,0
P38871,Q12514,0
Q06169,P39534,0
Q04003,P35191,0
P17106,P23337,0
Q06549,P03069,0
Q04868,P38785,0
P24719,P39743,0
P21374,P46964,0
P40957,P41543,0
P06633,P53853,0
Q12390,P42884,0
P40325,P51601,0
P41543,P35056,0
P17065,P40054,0
P06843,P08536,0
P32468,P06701,0
P32861,P04821,0
P38820,P29340,0
P32908,Q12514,0
P34730,P40151,0
P11075,Q12084,0
P38339,P00927,0
P05986,Q12033,0
Q06440,P38744,0
Q04868,Q12191,0
Q12020,P23337,0
P53895,Q08904,0
P21182,P53862,0
P22216,P14741,0
Q03063,Q99288,0
P17423,P02829,0
Q12365,Q12134,0
Q04461,Q00684,0
P20967,P08640,0
P53184,P21374,0
Q04003,Q07540,0
P46964,P40161,0
P51601,P15873,0
Q12346,Q02884,0
P36068,P20967,0
P40073,P47025,0
P40089,Q04411,0
P06700,P43545,0
P21182,P38744,0
Q92331,P51534,0
Q02100,Q03860,0
Q03034,P48361,0
P04821,P53853,0
P36057,P06782,0
Q99288,P53886,0
P47115,P40151,0
Q06410,P12383,0
P21190,Q04411,0
Q03071,P36036,0
P43619,P43569,0
Q05791,P43545,0
P39929,P35056,0
P41695,Q03818,0
Q03034,P43545,0
P17423,P32318,0
P25367,P32628,0
P40473,Q08601,0
Q03790,P38930,0
Q05567,Q12051,0
Q02884,Q12066,0
Q12060,P43545,0
P05986,P47037,0
P38820,P15442,0
P41697,P11978,0
Q06704,P32639,0
Q03954,P40460,0
P53895,P22804,0
P03069,P39743,0
P53112,P53081,0
P53112,P38276,0
P38183,P16474,0
P15873,P06701,0
P42935,Q12329,0
P38748,P47115,0
P41921,P38744,0
Q06675,Q03898,0
P04387,P40485,0
P22804,P46964,0
P38748,P40957,0
P08640,Q03818,0
Q02100,P32917,0
Q06169,P39929,0
P33419,Q02895,0
P36057,P21264,0
P38276,P29340,0
P08536,Q08601,0
P40303,P53163,0
P04807,P21651,0
P53093,P41543,0
P19736,P40892,0
Q12346,P03962,0
P38276,P40151,0
P22209,P29340,0
P53238,P21182,0
P39007,P06786,0
Q00582,P38744,0
P14904,Q99210,0
Q03034,P09201,0
Q06708,P53081,0
P50623,P43609,0
P38198,P52891,0
Q04673,Q12446,0
P40089,P08640,0
P38862,P39998,0
P04821,P24279,0
P27895,P47129,0
P61829,P38042,0
P38013,P14682,0
P05453,Q3E7C1,0
P37303,P53617,0
Q03071,P38821,0
Q03063,P14682,0
P39007,P38274,0
P40073,P14741,0
Q00684,Q06706,0
Q05791,P38013,0
Q12154,P46954,0
P38986,P23337,0
P0C0X0,P53886,0
P36010,Q12102,0
P32861,P06700,0
Q99312,P06778,0
P38853,Q12334,0
Q04003,Q03654,0
P22216,Q12159,0
P32361,Q04411,0
P31539,P38013,0
P38276,Q05568,0
P43639,P29340,0
Q06407,P00927,0
P53238,P38820,0
P00812,P39996,0
P33420,P15442,0
P25638,P40054,0
P38910,P30822,0
P04807,Q12159,0
P32468,P43605,0
P22216,Q06704,0
P06700,P40303,0
P43605,Q12066,0
P05986,Q3E7C1,0
P33420,P53178,0
Q03654,P08536,0
Q12334,P39998,0
Q12306,P25638,0
P35719,Q03954,0
P40316,P32263,0
P06700,P21304,0
P06843,Q12154,0
P35210,P08638,0
P47115,P06782,0
P32504,Q00684,0
P38072,P40460,0
P04807,P39534,0
P31539,P15873,0
P38072,Q04003,0
Q03034,P40582,0
P61829,P40574,0
P40416,Q12514,0
P53093,P38862,0
P51601,P22209,0
P32796,P09201,0
P53253,P38822,0
Q03034,Q12020,0
P40202,P20050,0
P40473,P16474,0
P53238,Q08904,0
P06701,P38821,0
Q12263,P12753,0
Q03818,Q02895,0
P38820,P08536,0
Q02100,P53163,0
P40303,P14291,0
P41835,P06633,0
P39081,P43609,0
P21264,P53853,0
P00830,P47025,0
P38147,P21264,0
P40073,P0C0X0,0
P12904,P52891,0
P38122,P40416,0
P06843,P38523,0
P54786,Q04411,0
Q06675,P38853,0
Q03034,P40485,0
Q05791,P11075,0
P42884,P47025,0
Q02884,P28743,0
P41921,P43569,0
P00447,P32389,0
P53253,P46946,0
P35210,P16522,0
P35210,Q04411,0
P07272,P53633,0
Q06549,Q02100,0
P40089,Q12306,0
P33419,P39081,0
P38874,P16474,0
P41543,P43639,0
P39534,P31111,0
P27895,P40303,0
Q07457,P08640,0
Q06178,P39996,0
Q12066,P11746,0
P54786,P42884,0
P38339,Q01389,0
P36036,P08524,0
P43605,P38744,0
P32523,P08640,0
P00927,Q05080,0
P40316,Q05568,0
P06786,Q08581,0
P53129,P80667,0
P32523,P15873,0
Q05567,Q12462,0
P21705,P14741,0
P17065,P21524,0
Q03071,P53739,0
Q03071,P21182,0
P40054,P11075,0
P54786,P21264,0
Q08601,P28795,0
P38748,Q05580,0
P53617,P38874,0
Q12033,P16649,0
P38072,P46964,0
P40325,Q12306,0
P43619,Q12365,0
P06843,Q02100,0
P38198,Q99312,0
P05986,P02829,0
Q99288,Q12440,0
P07270,Q99312,0
P32468,P40582,0
P11978,P51534,0
P53617,P40574,0
P04387,Q12060,0
Q06675,P30771,0
P38042,P32389,0
P53129,P32361,0
P08536,Q12134,0
P41921,P08964,0
P32504,P52917,0
P05373,P43609,0
P21304,Q00582,0
P40089,P06843,0
P40574,P38874,0
P37303,Q04477,0
P12904,Q12020,0
P38795,P43569,0
P38247,P33338,0
Q12329,P40969,0
Q12462,P08536,0
P38523,P20050,0
P39929,P40963,0
P53112,P35210,0
Q00684,Q12060,0
P05986,P09798,0
P04387,P47037,0
P36068,Q06178,0
Q02895,P00830,0
P05373,P38930,0
P42884,P32639,0
P06778,P23542,0
P21304,Q02895,0
P41835,P32849,0
Q12329,P32917,0
P52891,P31111,0
Q04461,Q03954,0
P15992,P43545,0
P38247,P14904,0
Q12263,P08536,0
P54861,P22209,0
P34730,P53226,0
P38276,Q12191,0
Q04048,P36057,0
P08536,P35191,0
P09938,P08638,0
Q06410,Q12020,0
P10862,Q04477,0
Q04003,P09201,0
P24279,P38795,0
P33420,P09938,0
Q06675,P36057,0
P25367,P40054,0
Q12230,P24279,0
P40957,P08524,0
P04387,Q3E7C1,0
Q12365,P00812,0
P38072,Q08904,0
P51601,P38822,0
P25454,P11978,0
P41697,P61829,0
P14682,Q02908,0
P40957,P53853,0
Q08904,P43545,0
P53253,P38853,0
P39928,P30822,0
P00830,P32917,0
P22804,Q12020,0
Q07457,P25342,0
P28743,P12383,0
P21374,Q02100,0
P05986,Q05567,0
Q12154,P54786,0
P07270,P25367,0
P08964,P47017,0
P06700,P40574,0
Q04673,P08638,0
Q06440,Q05568,0
P03962,P38930,0
P48581,Q04003,0
P54861,P16522,0
P11746,P29340,0
Q04003,P46964,0
Q02100,P00830,0
P38198,P16522,0
P24279,Q06706,0
P40151,P25342,0
Q03898,P12383,0
Q04477,Q12358,0
P47011,P39007,0
P36010,P25342,0
Q01389,P12383,0
P48361,P47095,0
P40151,Q04411,0
P21264,P48361,0
P38339,P06782,0
P38013,P53081,0
Q04673,P47095,0
P32458,P06701,0
P42935,P32318,0
P41921,P19262,0
P53112,P38080,0
P50623,P21705,0
P32523,P32628,0
P08640,P32639,0
P32523,Q06407,0
P32263,P35056,0
P38986,P30771,0
P39007,P38785,0
P32459,P53633,0
P32459,P04387,0
P61829,Q02100,0
P04387,Q12084,0
P38247,P38272,0
P09938,Q05080,0
Q12390,P16649,0
P33420,P32361,0
P53238,P32468,0
P09938,Q12514,0
P41921,P41697,0
P54786,P33338,0
P05453,P32458,0
Q12191,P12753,0
P40202,P25293,0
Q04868,Q12446,0
P07270,P43569,0
Q12346,Q02908,0
P37303,P35056,0
Q05580,P12753,0
P17065,Q02884,0
Q04477,P32479,0
P08638,Q05568,0
Q12365,P38183,0
P04387,P53226,0
P53238,P38748,0
P17423,Q00582,0
Q01454,P32389,0
Q07457,P38272,0
P38147,P53163,0
Q04003,P32917,0
P32861,P32829,0
Q06706,P42884,0
P57743,P43639,0
P53739,Q03860,0
P53129,P25638,0
Q03818,P24719,0
P61829,Q12365,0
P53163,P28795,0
Q99210,Q12102,0
P53895,P25454,0
Q05791,Q06440,0
P53093,Q08581,0
P25293,P39998,0
P39929,Q12358,0
P24279,P14682,0
P53093,P21374,0
P38785,Q04411,0
P04821,P43609,0
P12753,P32389,0
Q04477,P42884,0
P25367,Q02908,0
P08640,Q02895,0
P53253,P04387,0
P03962,Q08601,0
Q03898,Q12084,0
P40574,Q05568,0
P32861,P36057,0
Q12365,P38874,0
P11746,Q03860,0
P32318,P15873,0
P47115,Q06675,0
P50623,P39979,0
P06700,P08638,0
Q06675,P06778,0
P36095,Q12154,0
P81449,P32628,0
Q05791,P43609,0
P53253,P06778,0
P51601,P21182,0
Q92331,P04387,0
P35719,Q02908,0
P12383,P00447,0
Q00684,P32263,0
Q12390,P21951,0
P04821,P38821,0
P43545,P38744,0
P25454,P21951,0
P38276,P31111,0
P32523,Q03790,0
P32628,Q12084,0
P08640,Q12084,0
P09938,Q12446,0
P40073,P09938,0
