Identifier A,Identifier B,Interaction
P14904,P39743,0
P14904,P40073,0
P14904,P40325,0
P14904,P40582,0
P14904,P41543,0
P14904,P43605,0
P14904,P46954,0
P14904,P47037,0
P14904,P52891,0
P14904,P54786,0
P14904,P80667,0
P14904,Q00684,0
P14904,Q06169,0
P14904,Q06410,0
P14904,Q12306,0
P14904,Q12390,0
P15442,P23337,0
P15442,P23561,0
P15442,P24719,0
P15442,P29340,0
P15442,P32389,0
P15442,P35191,0
P15442,P38822,0
P15442,Q12134,0
P15442,Q12446,0
P15873,P15992,0
P15873,P21304,0
P15873,P21524,0
P15873,P25293,0
P15873,P27515,0
P15873,P30771,0
P15873,P32458,0
P15873,P32796,0
P15873,P32861,0
P15873,P36094,0
P15873,P38272,0
P15873,P41543,0
P15873,P43639,0
P15873,P46954,0
P15873,P47017,0
P15873,P47095,0
P15873,P50623,0
P15873,P53112,0
P15873,Q02884,0
P15873,Q03654,0
P15873,Q03954,0
P15873,Q04048,0
P15873,Q04411,0
P15873,Q04477,0
P15873,Q04868,0
P15873,Q06410,0
P15873,Q12102,0
P15992,P17106,0
P15992,P17709,0
P15992,P19262,0
P15992,P21264,0
P15992,P21524,0
P15992,P24279,0
P15992,P24719,0
P15992,P25454,0
P15992,P27515,0
P15992,P29469,0
P15992,P30771,0
P15992,P30822,0
P15992,P31111,0
P15992,P32389,0
P15992,P32523,0
P15992,P32618,0
P15992,P32796,0
P15992,P32797,0
P15992,P32861,0
P15992,P32908,0
P15992,P33338,0
P15992,P33419,0
P15992,P33420,0
P15992,P34730,0
P15992,P35056,0
P15992,P35191,0
P15992,P36068,0
P15992,P38147,0
P15992,P38272,0
P15992,P38523,0
P15992,P38874,0
P15992,P38930,0
P15992,P39007,0
P15992,P39723,0
P15992,P39998,0
P15992,P40054,0
P15992,P40089,0
P15992,P40460,0
P15992,P40582,0
P15992,P40969,0
P15992,P41543,0
P15992,P43639,0
P15992,P46954,0
P15992,P47017,0
P15992,P47037,0
P15992,P50623,0
P15992,P52891,0
P15992,P52917,0
P15992,P53253,0
P15992,P53886,0
P15992,P53971,0
P15992,P54786,0
P15992,P57743,0
P15992,P80667,0
P15992,Q02884,0
P15992,Q02908,0
P15992,Q02939,0
P15992,Q03654,0
P15992,Q03790,0
P15992,Q03954,0
P15992,Q04868,0
P15992,Q06169,0
P15992,Q06410,0
P15992,Q06706,0
P15992,Q07457,0
P15992,Q12066,0
P15992,Q12134,0
P15992,Q12159,0
P15992,Q12263,0
P15992,Q12329,0
P15992,Q12446,0
P15992,Q92331,0
P16474,P16522,0
P16474,P29469,0
P16474,P30771,0
P16474,P32468,0
P16474,P32618,0
P16474,P32639,0
P16474,P32829,0
P16474,P32908,0
P16474,P32917,0
P16474,P33419,0
P16474,P33420,0
P16474,P34730,0
P16474,P38272,0
P16474,P38785,0
P16474,P38822,0
P16474,P38853,0
P16474,P39723,0
P16474,P39928,0
P16474,P40151,0
P16474,P40460,0
P16474,P42935,0
P16474,P43639,0
P16474,P46954,0
P16474,P47017,0
P16474,P47037,0
P16474,P50623,0
P16474,P53112,0
P16474,P53886,0
P16474,P53971,0
P16474,Q00684,0
P16474,Q02884,0
P16474,Q02908,0
P16474,Q03790,0
P16474,Q03954,0
P16474,Q04048,0
P16474,Q05080,0
P16474,Q06410,0
P16474,Q06704,0
P16474,Q06706,0
P16474,Q07457,0
P16474,Q08581,0
P16474,Q12033,0
P16474,Q12446,0
P16522,P22216,0
P16522,P23337,0
P16522,P23561,0
P16522,P24719,0
P16522,P25293,0
P16522,P25342,0
P16522,P25454,0
P16522,P27895,0
P16522,P30822,0
P16522,P31111,0
P16522,P32458,0
P16522,P32468,0
P16522,P32505,0
P16522,P32618,0
P16522,P32796,0
P16522,P32861,0
P16522,P32908,0
P16522,P32917,0
P16522,P33338,0
P16522,P34730,0
P16522,P36094,0
P16522,P38339,0
P16522,P38785,0
P16522,P38822,0
P16522,P38874,0
P16522,P39743,0
P16522,P40460,0
P16522,P41543,0
P16522,P41695,0
P16522,P42935,0
P16522,P46954,0
P16522,P47037,0
P16522,P50623,0
P16522,P53253,0
P16522,P53971,0
P16522,P54861,0
P16522,P80667,0
P16522,Q02908,0
P16522,Q03790,0
P16522,Q03954,0
P16522,Q04477,0
P16522,Q05080,0
P16522,Q06440,0
P16522,Q06706,0
P16522,Q07457,0
P16522,Q08601,0
P16522,Q12020,0
P16522,Q12159,0
P16522,Q12263,0
P16522,Q12329,0
P16522,Q3E7C1,0
P16522,Q92331,0
P16649,P17065,0
P16649,P20050,0
P16649,P27515,0
P16649,P29469,0
P16649,P30822,0
P16649,P32458,0
P16649,P32917,0
P16649,P34730,0
P16649,P38523,0
P16649,P40325,0
P16649,P41697,0
P16649,P47017,0
P16649,P47025,0
P16649,P47095,0
P16649,P48361,0
P16649,P50623,0
P16649,P57743,0
P16649,Q02939,0
P16649,Q04477,0
P16649,Q04868,0
P16649,Q06169,0
P16649,Q12440,0
P17065,P22216,0
P17065,P23337,0
P17065,P32908,0
P17065,P33419,0
P17065,P39081,0
P17065,P80667,0
P17065,Q03818,0
P17065,Q04048,0
P17065,Q06440,0
P17065,Q12134,0
P17106,P17709,0
P17106,P19262,0
P17106,P24719,0
P17106,P25454,0
P17106,P27895,0
P17106,P32458,0
P17106,P32468,0
P17106,P32505,0
P17106,P32639,0
P17106,P32797,0
P17106,P32861,0
P17106,P33419,0
P17106,P33420,0
P17106,P34730,0
P17106,P35056,0
P17106,P36068,0
P17106,P38874,0
P17106,P39007,0
P17106,P39113,0
P17106,P39723,0
P17106,P39743,0
P17106,P40089,0
P17106,P43605,0
P17106,P47017,0
P17106,P47129,0
P17106,P48361,0
P17106,P50623,0
P17106,P52917,0
P17106,P53184,0
P17106,P54786,0
P17106,P57743,0
P17106,P80667,0
P17106,Q00582,0
P17106,Q00684,0
P17106,Q02884,0
P17106,Q02908,0
P17106,Q03654,0
P17106,Q03860,0
P17106,Q04003,0
P17106,Q04477,0
P17106,Q04868,0
P17106,Q06410,0
P17106,Q08601,0
P17106,Q12134,0
P17106,Q12306,0
P17106,Q12329,0
P17106,Q12334,0
P17106,Q12446,0
P17555,P22804,0
P17555,P24279,0
P17555,P25342,0
P17555,P27895,0
P17555,P29469,0
P17555,P47129,0
P17555,Q07457,0
P17555,Q12329,0
P17709,P20967,0
P17709,P21304,0
P17709,P25454,0
P17709,P30822,0
P17709,P32458,0
P17709,P32618,0
P17709,P32639,0
P17709,P32861,0
P17709,P36094,0
P17709,P38042,0
P17709,P38147,0
P17709,P38822,0
P17709,P38874,0
P17709,P39723,0
P17709,P40202,0
P17709,P40316,0
P17709,P40460,0
P17709,P46946,0
P17709,P47017,0
P17709,P48361,0
P17709,P52917,0
P17709,P53886,0
P17709,P57743,0
P17709,P80667,0
P17709,Q02884,0
P17709,Q03654,0
P17709,Q04477,0
P17709,Q05080,0
P17709,Q05568,0
P17709,Q06410,0
P17709,Q12263,0
P17709,Q12306,0
P17709,Q12329,0
P17709,Q12440,0
P17709,Q12446,0
P19262,P24719,0
P19262,P25342,0
P19262,P25454,0
P19262,P28743,0
P19262,P32458,0
P19262,P32618,0
P19262,P32639,0
P19262,P32797,0
P19262,P33419,0
P19262,P33420,0
P19262,P34730,0
P19262,P35191,0
P19262,P38272,0
P19262,P38874,0
P19262,P39723,0
P19262,P40460,0
P19262,P41697,0
P19262,P47037,0
P19262,P54861,0
P19262,P80667,0
P19262,Q02908,0
P19262,Q03654,0
P19262,Q03818,0
P19262,Q04048,0
P19262,Q04477,0
P19262,Q06706,0
P19262,Q08581,0
P19262,Q08601,0
P19262,Q12159,0
P19262,Q12263,0
P19262,Q12329,0
P20050,P25454,0
P20050,P32468,0
P20050,P33338,0
P20050,Q04048,0
P20050,Q05080,0
P20050,Q12154,0
P20050,Q12446,0
P20967,P25454,0
P20967,P32458,0
P20967,P32523,0
P20967,P38042,0
P20967,P38147,0
P20967,P38822,0
P20967,P39081,0
P20967,P40151,0
P20967,P40460,0
P20967,P42935,0
P20967,P47017,0
P20967,P52891,0
P20967,Q02884,0
P20967,Q12329,0
P20967,Q12446,0
P21264,P25342,0
P21264,P27515,0
P21264,P32389,0
P21264,P32458,0
P21264,P32628,0
P21264,P32908,0
P21264,P39998,0
P21264,P46946,0
P21264,P47017,0
P21264,Q00582,0
P21264,Q02884,0
P21264,Q02939,0
P21264,Q03818,0
P21264,Q03860,0
P21264,Q03898,0
P21264,Q03954,0
P21264,Q05580,0
P21264,Q12020,0
P21264,Q12033,0
P21264,Q12134,0
P21264,Q12306,0
P21304,P22804,0
P21304,P23337,0
P21304,P24719,0
P21304,P25367,0
P21304,P25638,0
P21304,P27895,0
P21304,P32458,0
P21304,P32861,0
P21304,P34730,0
P21304,P35191,0
P21304,P38339,0
P21304,P38785,0
P21304,P39743,0
P21304,P39998,0
P21304,P40089,0
P21304,P40969,0
P21304,P41543,0
P21304,P46964,0
P21304,P47037,0
P21304,P47129,0
P21304,P53112,0
P21304,Q02939,0
P21304,Q05080,0
P21304,Q06169,0
P21304,Q12084,0
P21304,Q12159,0
P21304,Q12306,0
P21374,P21524,0
P21374,P24719,0
P21374,P25342,0
P21374,P28743,0
P21374,P32458,0
P21374,P32639,0
P21374,P33419,0
P21374,P34730,0
P21374,P35056,0
P21374,P39743,0
P21374,P40073,0
P21374,P41543,0
P21374,P47017,0
P21374,P50623,0
P21374,P52891,0
P21374,P54786,0
P21374,Q00684,0
P21374,Q04477,0
P21374,Q04868,0
P21374,Q12306,0
P21374,Q12329,0
P21374,Q12446,0
P21374,Q92331,0
P21524,P22216,0
P21524,P32829,0
P21524,P32908,0
P21524,P38042,0
P21524,P38930,0
P21524,P39743,0
P21524,P39929,0
P21524,P40582,0
P21524,P42935,0
P21524,P47017,0
P21524,P50623,0
P21524,P53617,0
P21524,P53971,0
P21524,Q04477,0
P21524,Q05080,0
P21524,Q05580,0
P21524,Q07457,0
P21524,Q12134,0
P21524,Q12306,0
P21524,Q12446,0
P22216,P23337,0
P22216,P23561,0
P22216,P25293,0
P22216,P25454,0
P22216,P26343,0
P22216,P27515,0
P22216,P29469,0
P22216,P30822,0
P22216,P31111,0
P22216,P32389,0
P22216,P32468,0
P22216,P32618,0
P22216,P32796,0
P22216,P32861,0
P22216,P32908,0
P22216,P32917,0
P22216,P33338,0
P22216,P38748,0
P22216,P38822,0
P22216,P38853,0
P22216,P39743,0
P22216,P40089,0
P22216,P40460,0
P22216,P42935,0
P22216,P46946,0
P22216,P47017,0
P22216,P50623,0
P22216,P53886,0
P22216,P54786,0
P22216,Q03654,0
P22216,Q03790,0
P22216,Q04048,0
P22216,Q04477,0
P22216,Q05080,0
P22216,Q06706,0
P22216,Q06708,0
P22216,Q07457,0
P22216,Q12329,0
P22216,Q12334,0
P22216,Q12440,0
P22216,Q12446,0
P22804,P35056,0
P22804,P38822,0
P22804,P39743,0
P22804,P40963,0
P23337,P25342,0
P23337,P32468,0
P23337,P32628,0
P23337,P32639,0
P23337,P32908,0
P23337,P38042,0
P23337,P38247,0
P23337,P38523,0
P23337,P38930,0
P23337,P39928,0
P23337,P40325,0
P23337,P41697,0
P23337,Q02939,0
P23337,Q04048,0
P23337,Q04411,0
P23337,Q05568,0
P23337,Q07457,0
P23337,Q08581,0
P23337,Q08601,0
P23337,Q12334,0
P23337,Q12440,0
P23561,P25342,0
P23561,P27895,0
P23561,P30771,0
P23561,P32468,0
P23561,P32618,0
P23561,P32797,0
P23561,P32849,0
P23561,P32861,0
P23561,P32908,0
P23561,P33420,0
P23561,P34730,0
P23561,P35056,0
P23561,P36036,0
P23561,P38822,0
P23561,P39743,0
P23561,P39996,0
P23561,P42935,0
P23561,P43639,0
P23561,P47037,0
P23561,P50623,0
P23561,P53886,0
P23561,P54786,0
P23561,P54861,0
P23561,Q03818,0
P23561,Q03954,0
P23561,Q04048,0
P23561,Q04868,0
P23561,Q05080,0
P23561,Q06706,0
P23561,Q12033,0
P23561,Q12159,0
P23561,Q12306,0
P23561,Q12390,0
P23561,Q12440,0
P23561,Q12446,0
P23561,Q92331,0
P24279,P25454,0
P24279,P27515,0
P24279,P32908,0
P24279,P33419,0
P24279,P38272,0
P24279,P38748,0
P24279,P39743,0
P24279,P39928,0
P24279,P40316,0
P24279,P46946,0
P24279,P53253,0
P24279,P53886,0
P24279,P57743,0
P24279,Q12159,0
P24719,P25342,0
P24719,P25454,0
P24719,P32458,0
P24719,P32797,0
P24719,P32917,0
P24719,P38272,0
P24719,P38822,0
P24719,P38874,0
P24719,P38930,0
P24719,P39743,0
P24719,P40460,0
P24719,P40582,0
P24719,P41695,0
P24719,P42935,0
P24719,P43639,0
P24719,P47017,0
P24719,P50623,0
P24719,P53886,0
P24719,P57743,0
P24719,P80667,0
P24719,Q00684,0
P24719,Q02884,0
P24719,Q03790,0
P24719,Q03954,0
P24719,Q04477,0
P24719,Q04868,0
P24719,Q06410,0
P24719,Q06704,0
P24719,Q06706,0
P24719,Q12020,0
P24719,Q12102,0
P24719,Q12159,0
P24719,Q12306,0
P24719,Q12440,0
P24719,Q12446,0
P25293,P25367,0
P25293,P31111,0
P25293,P32468,0
P25293,P32523,0
P25293,P32628,0
P25293,P32797,0
P25293,P32908,0
P25293,P38042,0
P25293,P38748,0
P25293,P38822,0
P25293,P39007,0
P25293,P40325,0
P25293,P40963,0
P25293,P50623,0
P25293,P80667,0
P25293,Q03898,0
P25293,Q04048,0
P25293,Q04477,0
P25293,Q06410,0
P25293,Q12154,0
P25293,Q12329,0
P25293,Q12390,0
P25293,Q92331,0
P25342,P27895,0
P25342,P32389,0
P25342,P32618,0
P25342,P32861,0
P25342,P33419,0
P25342,P33420,0
P25342,P36094,0
P25342,P38042,0
P25342,P38272,0
P25342,P38523,0
P25342,P38853,0
P25342,P38874,0
P25342,P39723,0
P25342,P39743,0
P25342,P39929,0
P25342,P40054,0
P25342,P40089,0
P25342,P43639,0
P25342,P47017,0
P25342,P50623,0
P25342,P52891,0
P25342,P52917,0
P25342,P53617,0
P25342,P53971,0
P25342,P57743,0
P25342,Q00582,0
P25342,Q00684,0
P25342,Q02884,0
P25342,Q02908,0
P25342,Q03654,0
P25342,Q03818,0
P25342,Q04048,0
P25342,Q04411,0
P25342,Q04477,0
P25342,Q04868,0
P25342,Q05080,0
P25342,Q06410,0
P25342,Q06706,0
P25342,Q12020,0
P25342,Q12033,0
P25342,Q12159,0
P25342,Q12306,0
P25342,Q12446,0
P25342,Q92331,0
P25367,P38822,0
P25367,P38853,0
P25367,Q03818,0
P25367,Q04868,0
P25367,Q06410,0
P25367,Q12020,0
P25367,Q12033,0
P25454,P29469,0
P25454,P30822,0
P25454,P32389,0
P25454,P32458,0
P25454,P32468,0
P25454,P32618,0
P25454,P32861,0
P25454,P35056,0
P25454,P38748,0
P25454,P38930,0
P25454,P39723,0
P25454,P39998,0
P25454,P40054,0
P25454,P40582,0
P25454,P40969,0
P25454,P41921,0
P25454,P42935,0
P25454,P43639,0
P25454,P47017,0
P25454,P47129,0
P25454,P53112,0
P25454,P54786,0
P25454,P57743,0
P25454,P80667,0
P25454,Q00684,0
P25454,Q02884,0
P25454,Q02908,0
P25454,Q03654,0
P25454,Q03818,0
P25454,Q03954,0
P25454,Q04868,0
P25454,Q05080,0
P25454,Q07457,0
P25454,Q12159,0
P25454,Q12263,0
P25638,P38785,0
P25638,P39007,0
P25638,P39743,0
P25638,P40316,0
P25638,P43605,0
P25638,P52891,0
P25638,P53112,0
P26343,P32797,0
P26343,P32829,0
P26343,P38147,0
P26343,P38339,0
P26343,P39743,0
P26343,P41543,0
P26343,P41695,0
P26343,P43605,0
P26343,P53184,0
P26343,Q04921,0
P26343,Q06708,0
P26343,Q12020,0
P27515,P28795,0
P27515,P32458,0
P27515,P32829,0
P27515,P33419,0
P27515,P35191,0
P27515,P36068,0
P27515,P38147,0
P27515,P38272,0
P27515,P39007,0
P27515,P39929,0
P27515,P40054,0
P27515,P40582,0
P27515,P47011,0
P27515,P47037,0
P27515,P50623,0
P27515,P57743,0
P27515,P80667,0
P27515,Q00684,0
P27515,Q02908,0
P27515,Q08601,0
P27515,Q12334,0
P27895,P38822,0
P27895,P47037,0
P27895,Q04048,0
P27895,Q12440,0
P27895,Q12446,0
P28743,P32639,0
P28743,P32908,0
P28743,P38042,0
P28743,P38247,0
P28743,P39007,0
P28743,P40957,0
P28743,P42935,0
P28743,Q03654,0
P28743,Q12033,0
P28743,Q12390,0
P28743,Q12440,0
P28795,P31539,0
P28795,P32389,0
P28795,P32628,0
P28795,P40460,0
P28795,P52891,0
P28795,Q12440,0
P29340,P32523,0
P29340,P32639,0
P29340,P32796,0
P29340,P38523,0
P29340,P39743,0
P29340,P40054,0
P29340,P40325,0
P29340,P47025,0
P29340,P52917,0
P29340,Q08581,0
P29469,P31111,0
P29469,P32908,0
P29469,P33338,0
P29469,P39743,0
P29469,P43605,0
P29469,P46946,0
P29469,P47017,0
P29469,P47129,0
P29469,P57743,0
P29469,Q04048,0
P29469,Q05080,0
P29469,Q07457,0
P29469,Q12446,0
P30771,P32908,0
P30771,P33419,0
P30771,P39743,0
P30771,P40073,0
P30771,P40460,0
P30771,P40582,0
P30771,P43639,0
P30771,P80667,0
P30771,Q03954,0
P30771,Q12020,0
P30771,Q12306,0
P30771,Q12446,0
P30822,P32458,0
P30822,P32468,0
P30822,P32797,0
P30822,P32861,0
P30822,P32908,0
P30822,P33419,0
P30822,P33420,0
P30822,P34730,0
P30822,P38822,0
P30822,P39743,0
P30822,P39928,0
P30822,P40073,0
P30822,P40089,0
P30822,P40460,0
P30822,P43639,0
P30822,P47037,0
P30822,P53112,0
P30822,P54786,0
P30822,P57743,0
P30822,Q00684,0
P30822,Q02884,0
P30822,Q02908,0
P30822,Q03954,0
P30822,Q04048,0
P30822,Q04477,0
P30822,Q04868,0
P30822,Q05568,0
P30822,Q06706,0
P30822,Q07457,0
P30822,Q08601,0
P30822,Q12020,0
P30822,Q12134,0
P30822,Q12263,0
P30822,Q12306,0
P30822,Q12446,0
P31111,P32908,0
P31111,P38930,0
P31111,P39743,0
P31111,P39928,0
P31111,P40316,0
P31111,P42935,0
P31111,P47037,0
P31111,P53971,0
P31111,Q02939,0
P31111,Q04477,0
P31111,Q05080,0
P31111,Q05580,0
P31111,Q07457,0
P31111,Q12134,0
P31111,Q12329,0
P31111,Q92331,0
P31539,P32458,0
P31539,P35191,0
P31539,P38748,0
P31539,P38822,0
P31539,P40969,0
P31539,P50623,0
P31539,P57743,0
P31539,Q03654,0
P31539,Q12134,0
P31539,Q12446,0
P32361,P32505,0
P32361,P36068,0
P32361,P39998,0
P32361,Q05080,0
P32361,Q12440,0
P32361,Q3E7C1,0
P32389,P32468,0
P32389,P32639,0
P32389,P32829,0
P32389,P32861,0
P32389,P33419,0
P32389,P36036,0
P32389,P38523,0
P32389,P38930,0
P32389,P39113,0
P32389,P40073,0
P32389,P42935,0
P32389,P53253,0
P32389,P61829,0
P32389,Q03818,0
P32389,Q05080,0
P32389,Q07457,0
P32389,Q08581,0
P32389,Q12084,0
P32389,Q12306,0
P32389,Q12446,0
P32458,P32523,0
P32458,P32618,0
P32458,P32861,0
P32458,P33419,0
P32458,P34730,0
P32458,P38272,0
P32458,P38874,0
P32458,P38930,0
P32458,P39007,0
P32458,P39723,0
P32458,P39743,0
P32458,P39929,0
P32458,P39996,0
P32458,P39998,0
P32458,P40582,0
P32458,P40969,0
P32458,P46946,0
P32458,P47017,0
P32458,P48361,0
P32458,P57743,0
P32458,Q00684,0
P32458,Q02884,0
P32458,Q02908,0
P32458,Q03654,0
P32458,Q03954,0
P32458,Q04477,0
P32458,Q04868,0
P32458,Q06410,0
P32458,Q06706,0
P32458,Q07457,0
P32458,Q12159,0
P32458,Q12306,0
P32458,Q12440,0
P32458,Q3E7C1,0
P32458,Q92331,0
P32468,P32618,0
P32468,P32796,0
P32468,P32797,0
P32468,P32829,0
P32468,P33419,0
P32468,P34730,0
P32468,P38042,0
P32468,P38874,0
P32468,P39007,0
P32468,P39081,0
P32468,P39743,0
P32468,P39996,0
P32468,P40073,0
P32468,P40316,0
P32468,P42935,0
P32468,P43639,0
P32468,P46946,0
P32468,P46954,0
P32468,P47017,0
P32468,P47037,0
P32468,P47129,0
P32468,P50623,0
P32468,P52891,0
P32468,P53886,0
P32468,P54786,0
P32468,P57743,0
P32468,P80667,0
P32468,Q02100,0
P32468,Q03954,0
P32468,Q04048,0
P32468,Q04868,0
P32468,Q05080,0
P32468,Q05568,0
P32468,Q05580,0
P32468,Q06410,0
P32468,Q06706,0
P32468,Q07457,0
P32468,Q08601,0
P32468,Q12020,0
P32468,Q12033,0
P32468,Q12159,0
P32468,Q12306,0
P32468,Q12329,0
P32468,Q12440,0
P32468,Q12446,0
P32504,P38822,0
P32504,P40089,0
P32504,P46964,0
P32504,Q06410,0
P32504,Q07457,0
P32504,Q08581,0
P32504,Q12446,0
P32505,P32639,0
P32505,P38272,0
P32505,P38874,0
P32505,P39743,0
P32505,P42935,0
P32505,P46954,0
P32505,P80667,0
P32505,Q04003,0
P32505,Q07457,0
P32523,P32618,0
P32523,P32628,0
P32523,P32908,0
P32523,P35191,0
P32523,P36068,0
P32523,P38272,0
P32523,P38523,0
P32523,P39007,0
P32523,P39743,0
P32523,P39929,0
P32523,P40325,0
P32523,P40963,0
P32523,P41543,0
P32523,P52891,0
P32523,Q00582,0
P32523,Q06410,0
P32523,Q06706,0
P32523,Q12154,0
P32523,Q12159,0
P32523,Q12306,0
P32618,P32861,0
P32618,P32908,0
P32618,P33420,0
P32618,P34730,0
P32618,P36036,0
P32618,P38042,0
P32618,P38272,0
P32618,P38339,0
P32618,P38785,0
P32618,P38822,0
P32618,P38874,0
P32618,P39743,0
P32618,P39996,0
P32618,P40073,0
P32618,P40316,0
P32618,P42935,0
P32618,P43605,0
P32618,P47129,0
P32618,P50623,0
P32618,P53886,0
P32618,P53971,0
P32618,Q00684,0
P32618,Q02884,0
P32618,Q04048,0
P32618,Q04868,0
P32618,Q05080,0
P32618,Q12066,0
P32618,Q12263,0
P32618,Q12306,0
P32618,Q12440,0
P32618,Q12446,0
P32618,Q92331,0
P32628,P33419,0
P32628,P36094,0
P32628,P38147,0
P32628,P38822,0
P32628,P40073,0
P32628,P40969,0
P32628,P47115,0
P32628,Q04477,0
P32628,Q12159,0
P32628,Q12306,0
P32628,Q12440,0
P32639,P38822,0
P32639,Q02908,0
P32639,Q03654,0
P32639,Q04048,0
P32639,Q06169,0
P32639,Q12440,0
P32796,P32849,0
P32796,P38748,0
P32796,P40054,0
P32796,P40316,0
P32796,P41697,0
P32796,P47025,0
P32796,P47129,0
P32796,P53112,0
P32796,Q00582,0
P32796,Q02100,0
P32796,Q03954,0
P32796,Q06169,0
P32796,Q06410,0
P32796,Q07457,0
P32796,Q08581,0
P32796,Q12306,0
P32797,P32908,0
P32797,P33419,0
P32797,P34730,0
P32797,P35056,0
P32797,P38042,0
P32797,P38822,0
P32797,P39743,0
P32797,P40054,0
P32797,P40316,0
P32797,P40325,0
P32797,P40460,0
P32797,P42935,0
P32797,P43605,0
P32797,P43639,0
P32797,P47017,0
P32797,P50623,0
P32797,P52917,0
P32797,P53112,0
P32797,P53184,0
P32797,P53886,0
P32797,P54786,0
P32797,Q02884,0
P32797,Q02939,0
P32797,Q03654,0
P32797,Q03954,0
P32797,Q05080,0
P32797,Q06706,0
P32797,Q07457,0
P32797,Q12084,0
P32797,Q12159,0
P32797,Q12263,0
P32797,Q12440,0
P32797,Q12446,0
P32829,P39929,0
P32829,P40054,0
P32829,P81449,0
P32829,Q03818,0
P32829,Q03860,0
P32829,Q03954,0
P32829,Q05791,0
P32829,Q06410,0
P32829,Q06675,0
P32829,Q12102,0
P32829,Q12134,0
P32829,Q12329,0
P32849,P32861,0
P32849,P38822,0
P32849,Q02908,0
P32849,Q03654,0
P32849,Q05080,0
P32849,Q12365,0
P32849,Q12440,0
P32861,P33419,0
P32861,P33420,0
P32861,P38272,0
P32861,P38822,0
P32861,P38874,0
P32861,P39113,0
P32861,P39723,0
P32861,P39929,0
P32861,P40460,0
P32861,P40582,0
P32861,P40969,0
P32861,P42935,0
P32861,P47037,0
P32861,P48361,0
P32861,P52917,0
P32861,P53886,0
P32861,P57743,0
P32861,P80667,0
P32861,Q00684,0
P32861,Q02908,0
P32861,Q03654,0
P32861,Q03790,0
P32861,Q03954,0
P32861,Q04048,0
P32861,Q04477,0
P32861,Q04868,0
P32861,Q06410,0
P32861,Q06706,0
P32861,Q12066,0
P32861,Q12102,0
P32861,Q12306,0
P32861,Q12329,0
P32908,P33338,0
P32908,P33419,0
P32908,P33420,0
P32908,P34730,0
P32908,P35191,0
P32908,P38042,0
P32908,P38147,0
P32908,P38785,0
P32908,P39928,0
P32908,P39996,0
P32908,P40316,0
P32908,P40485,0
P32908,P40969,0
P32908,P41543,0
P32908,P41697,0
P32908,P42935,0
P32908,P43639,0
P32908,P47017,0
P32908,P47025,0
P32908,P47129,0
P32908,P50623,0
P32908,P53886,0
P32908,P53971,0
P32908,P54786,0
P32908,P54861,0
P32908,P57743,0
P32908,Q00582,0
P32908,Q02100,0
P32908,Q02939,0
P32908,Q03790,0
P32908,Q04048,0
P32908,Q04411,0
P32908,Q04868,0
P32908,Q05080,0
P32908,Q05568,0
P32908,Q06440,0
P32908,Q06706,0
P32908,Q08601,0
P32908,Q12020,0
P32908,Q12102,0
P32908,Q12159,0
P32908,Q12263,0
P32908,Q12440,0
P32908,Q12446,0
P32917,P35056,0
P32917,P38272,0
P32917,P38339,0
P32917,P38822,0
P32917,P38874,0
P32917,P39723,0
P32917,P52891,0
P32917,Q05080,0
P32917,Q06704,0
P32917,Q12033,0
P32917,Q12134,0
P32917,Q12154,0
P33338,P38785,0
P33338,P40151,0
P33338,P40316,0
P33338,P40460,0
P33338,P41695,0
P33338,P47017,0
P33338,P53253,0
P33338,Q02939,0
P33338,Q03954,0
P33338,Q04868,0
P33338,Q07457,0
P33338,Q12306,0
P33419,P33420,0
P33419,P38272,0
P33419,P38339,0
P33419,P38874,0
P33419,P39113,0
P33419,P40957,0
P33419,P40969,0
P33419,P42935,0
P33419,P50623,0
P33419,P80667,0
P33419,Q03954,0
P33419,Q04048,0
P33419,Q05580,0
P33419,Q05791,0
P33419,Q06440,0
P33419,Q06675,0
P33419,Q12263,0
P33419,Q12306,0
P33419,Q12329,0
P33420,P35056,0
P33420,P38042,0
P33420,P38272,0
P33420,P38874,0
P33420,P39743,0
P33420,P39996,0
P33420,P40073,0
P33420,P43605,0
P33420,P43639,0
P33420,P46946,0
P33420,P46964,0
P33420,P47017,0
P33420,P53886,0
P33420,P54786,0
P33420,P80667,0
P33420,Q02884,0
P33420,Q03654,0
P33420,Q03954,0
P33420,Q04048,0
P33420,Q04868,0
P33420,Q05080,0
P33420,Q05580,0
P33420,Q08601,0
P33420,Q12066,0
P33420,Q12159,0
P33420,Q12263,0
P33420,Q12306,0
P33420,Q12329,0
P33420,Q12446,0
P34730,P35191,0
P34730,P36068,0
P34730,P38042,0
P34730,P38147,0
P34730,P38272,0
P34730,P38339,0
P34730,P38523,0
P34730,P38822,0
P34730,P38874,0
P34730,P38930,0
P34730,P39007,0
P34730,P40089,0
P34730,P40316,0
P34730,P40460,0
P34730,P40969,0
P34730,P43605,0
P34730,P47037,0
P34730,P48361,0
P34730,P53112,0
P34730,P54786,0
P34730,Q03818,0
P34730,Q04048,0
P34730,Q04921,0
P34730,Q05568,0
P34730,Q05791,0
P34730,Q06410,0
P34730,Q06706,0
P34730,Q08601,0
P34730,Q12102,0
P34730,Q12263,0
P34730,Q12306,0
P34730,Q12329,0
P35056,P39743,0
P35056,P40089,0
P35056,P41543,0
P35056,P52891,0
P35056,P52917,0
P35056,Q04477,0
