Identifier A,Identifier B,Interaction,negative_source,config_probability,degree_a,degree_b,common_neighbor_count,l3_path_count,shortest_path_distance
P17065,P47011,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q06675,Q12084,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P28743,P31539,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P28795,P31539,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32849,Q3E7C1,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40325,P41697,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P07272,Q12365,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20050,P40963,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40963,P41695,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08638,Q03860,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P47115,P53184,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P32849,P40202,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40957,Q06675,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P39113,P40957,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40957,P47025,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P81449,Q12334,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P47115,P53617,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P25638,P40957,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P40485,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P28795,P54861,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32917,Q12084,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P47011,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P07272,P41921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P11746,Q06704,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P39113,Q03860,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P29340,P32849,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q06440,Q12084,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17065,P40485,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P07272,P53184,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00927,Q06675,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P07270,P29340,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P09201,Q06675,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P48361,Q03898,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P54861,Q12084,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q02100,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P40151,P53184,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P40963,P47011,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00447,P41697,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00447,Q05791,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08638,P53184,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P07270,P47115,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P28743,Q03898,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P81449,Q06440,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P08638,P47115,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38748,P38853,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P32917,P41695,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P00447,P54861,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P31539,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P07272,Q12102,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q06440,Q06675,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P27895,P31539,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40202,P61829,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P11746,P32639,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32639,Q06675,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32849,P54861,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38853,Q12334,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08964,P28795,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P27895,Q04003,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q12084,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P32505,P32849,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P32505,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P38247,Q12365,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P0C0X0,P40963,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P36036,P53895,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P31539,P32849,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P25367,P61829,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P03962,Q06704,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P26343,P29340,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P48361,Q12365,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P28795,Q03860,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P54861,Q3E7C1,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08638,Q06440,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32361,P40963,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38853,P39113,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P26343,Q03860,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P41695,P53617,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P04387,Q12365,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P26343,Q12084,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P26343,P53895,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08964,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P22804,P25367,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40325,P54861,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40485,Q03898,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P08964,P40325,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P22804,P36036,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32628,P38853,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P47025,Q12365,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P07272,P20050,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P0C0X0,P25638,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20967,P40957,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P08964,Q06440,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08964,Q04411,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P15442,Q12102,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17555,Q03898,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
Q12102,Q12365,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P08964,P15442,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P32917,P39113,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38748,Q12102,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38748,Q06704,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P04387,P53184,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32361,P54861,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P26343,P81449,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P11746,P36036,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q06708,Q08581,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00447,P29340,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38853,P41695,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P29340,P32361,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20967,P32849,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P47095,Q06708,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q04411,Q3E7C1,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38748,P47095,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P09201,P15442,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P26343,P47095,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38853,Q08581,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P48361,Q06675,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P32361,Q12084,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P36036,P61829,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P20050,P40485,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P22804,Q12390,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P27895,P40485,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P04386,P54861,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q06704,Q08581,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P28795,P32628,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P47011,Q12102,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P09201,Q3E7C1,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P04386,P81449,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P36036,P47025,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P41921,P47115,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17065,P47025,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q04003,Q12390,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38853,P53184,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P28743,Q12365,0,topology_cl3,0.0014970059880239522,1.0,1.0,1.0,0.0,2.0
P28795,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32504,P53895,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P27895,P40151,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P25638,P47095,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P15442,Q02100,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P38748,Q12084,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P08638,P08964,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P15442,P53895,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P39113,P61829,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P03962,P40325,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P07270,P08964,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P11746,P20967,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P47115,Q12334,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32849,P40151,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P25367,Q06704,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P31539,Q03898,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32849,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P40151,P41921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00927,Q04411,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P53617,Q12334,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q06440,Q12365,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P61829,Q12390,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P17555,P40202,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P11746,P41695,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P09201,P32505,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P81449,Q12365,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P03962,P40151,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P53895,Q02100,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P40325,Q05791,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00447,P25367,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P09201,P25638,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P27895,Q06708,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40963,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20050,Q04411,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P07270,Q04411,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00447,P32505,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
