Protein Identifier,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,PSSM_A,PSSM_R,PSSM_N,PSSM_D,PSSM_C,PSSM_Q,PSSM_E,PSSM_G,PSSM_H,PSSM_I,PSSM_L,PSSM_K,PSSM_M,PSSM_F,PSSM_P,PSSM_S,PSSM_T,PSSM_W,PSSM_Y,PSSM_V
P25454,0.0975,0.05,0.0325,0.0675,0.02,0.0525,0.075,0.1025,0.0175,0.04,0.095,0.0425,0.0325,0.035,0.0325,0.0675,0.0475,0.0,0.02,0.0725,-0.3075,-0.995,-0.805,-0.99,-1.7775,-0.5175,-0.565,-1.1675,-1.3075,-1.24,-1.165,-0.72,-0.705,-1.6825,-1.5025,-0.23,-0.5525,-2.4925,-1.485,-0.8875
P25638,0.08108108108108109,0.04504504504504504,0.02702702702702703,0.02702702702702703,0.018018018018018018,0.12612612612612611,0.08108108108108109,0.07207207207207207,0.018018018018018018,0.04504504504504504,0.09009009009009009,0.05405405405405406,0.02702702702702703,0.018018018018018018,0.036036036036036036,0.06306306306306306,0.036036036036036036,0.0,0.06306306306306306,0.07207207207207207,-0.42342342342342343,-0.7837837837837838,-0.8738738738738738,-1.2072072072072073,-1.8738738738738738,-0.036036036036036036,-0.38738738738738737,-1.5225225225225225,-1.045045045045045,-1.2522522522522523,-1.0810810810810811,-0.4954954954954955,-0.5495495495495496,-1.6306306306306306,-1.4594594594594594,-0.32432432432432434,-0.6486486486486487,-2.2882882882882885,-1.045045045045045,-0.8468468468468469
P26343,0.026022304832713755,0.03717472118959108,0.07806691449814127,0.04460966542750929,0.02973977695167286,0.026022304832713755,0.07063197026022305,0.04460966542750929,0.03345724907063197,0.04460966542750929,0.12267657992565056,0.10037174721189591,0.007434944237918215,0.026022304832713755,0.07063197026022305,0.08921933085501858,0.07806691449814127,0.007434944237918215,0.01486988847583643,0.048327137546468404,-0.7026022304832714,-0.8513011152416357,-0.44609665427509293,-1.0,-1.8066914498141264,-0.5278810408921933,-0.5315985130111525,-1.6728624535315986,-1.0892193308550187,-1.3345724907063197,-1.141263940520446,-0.37174721189591076,-0.7806691449814126,-1.8066914498141264,-1.20817843866171,-0.17472118959107807,-0.3271375464684015,-2.5613382899628254,-1.483271375464684,-1.063197026022305
P27515,0.06387225548902195,0.04790419161676647,0.06387225548902195,0.06986027944111776,0.015968063872255488,0.02594810379241517,0.043912175648702596,0.0499001996007984,0.023952095808383235,0.10179640718562874,0.09580838323353294,0.06786427145708583,0.023952095808383235,0.03992015968063872,0.043912175648702596,0.06986027944111776,0.043912175648702596,0.00998003992015968,0.027944111776447105,0.06986027944111776,-0.6067864271457086,-1.0878243512974053,-0.782435129740519,-1.1437125748502994,-1.7724550898203593,-0.7704590818363274,-0.8223552894211577,-1.7085828343313374,-1.2574850299401197,-0.8502994011976048,-0.8962075848303394,-0.7544910179640718,-0.5748502994011976,-1.4311377245508983,-1.560878243512974,-0.405189620758483,-0.5508982035928144,-2.435129740518962,-1.2594810379241517,-0.6786427145708582
P27895,0.04,0.034,0.109,0.053,0.009,0.052,0.072,0.036,0.019,0.071,0.091,0.095,0.033,0.031,0.019,0.101,0.069,0.001,0.022,0.043,-0.677,-0.738,-0.14,-0.81,-1.974,-0.292,-0.349,-1.621,-1.013,-1.22,-1.104,-0.286,-0.615,-1.676,-1.604,-0.011,-0.301,-2.591,-1.385,-0.987
P28743,0.04107648725212465,0.0764872521246459,0.06373937677053824,0.05240793201133145,0.0084985835694051,0.029745042492917848,0.06232294617563739,0.060906515580736544,0.0169971671388102,0.06515580736543909,0.08781869688385269,0.06515580736543909,0.026912181303116147,0.0226628895184136,0.036827195467422094,0.14447592067988668,0.06940509915014165,0.0028328611898017,0.0226628895184136,0.043909348441926344,-0.5070821529745042,-0.6898016997167139,-0.35410764872521244,-0.9135977337110481,-1.9135977337110481,-0.4348441926345609,-0.48441926345609065,-1.3923512747875355,-1.131728045325779,-1.2988668555240792,-1.1926345609065157,-0.40084985835694054,-0.7110481586402266,-1.7606232294617563,-1.4390934844192635,0.09348441926345609,-0.2719546742209632,-2.582152974504249,-1.5,-1.065155807365439
P28795,0.045351473922902494,0.03854875283446712,0.06802721088435375,0.04308390022675737,0.009070294784580499,0.07482993197278912,0.06802721088435375,0.027210884353741496,0.013605442176870748,0.061224489795918366,0.12244897959183673,0.06349206349206349,0.022675736961451247,0.045351473922902494,0.02040816326530612,0.10884353741496598,0.07029478458049887,0.02040816326530612,0.024943310657596373,0.05215419501133787,-0.6326530612244898,-0.8934240362811792,-0.6054421768707483,-1.1179138321995465,-1.8571428571428572,-0.3401360544217687,-0.5351473922902494,-1.816326530612245,-1.18140589569161,-1.038548752834467,-0.8435374149659864,-0.5396825396825397,-0.4603174603174603,-1.3968253968253967,-1.691609977324263,-0.15873015873015872,-0.32653061224489793,-2.17687074829932,-1.1700680272108843,-0.8458049886621315
P29340,0.03825136612021858,0.0546448087431694,0.07103825136612021,0.060109289617486336,0.03278688524590164,0.01639344262295082,0.07103825136612021,0.03278688524590164,0.0273224043715847,0.1092896174863388,0.08196721311475409,0.04371584699453552,0.0273224043715847,0.02185792349726776,0.07650273224043716,0.07650273224043716,0.03825136612021858,0.0273224043715847,0.03825136612021858,0.0546448087431694,-0.7704918032786885,-1.1202185792349726,-0.7814207650273224,-1.1202185792349726,-1.6994535519125684,-0.7540983606557377,-0.7595628415300546,-1.8633879781420766,-1.1530054644808743,-0.9836065573770492,-1.0382513661202186,-0.8415300546448088,-0.6557377049180327,-1.53551912568306,-1.3278688524590163,-0.45901639344262296,-0.6010928961748634,-2.262295081967213,-1.2076502732240437,-0.825136612021858
P29469,0.059907834101382486,0.08870967741935484,0.04953917050691244,0.07949308755760369,0.010368663594470046,0.03686635944700461,0.09907834101382489,0.052995391705069124,0.019585253456221197,0.06336405529953917,0.08410138248847926,0.04377880184331797,0.020737327188940093,0.02880184331797235,0.041474654377880185,0.07834101382488479,0.041474654377880185,0.0034562211981566822,0.029953917050691243,0.06797235023041474,-0.5852534562211982,-0.7304147465437788,-0.6071428571428571,-0.7857142857142857,-2.02073732718894,-0.3824884792626728,-0.29493087557603687,-1.5737327188940091,-1.0817972350230414,-1.25,-1.2304147465437787,-0.5184331797235023,-0.7695852534562212,-1.7188940092165899,-1.4400921658986174,-0.27534562211981567,-0.5518433179723502,-2.5702764976958523,-1.3951612903225807,-0.9827188940092166
P30771,0.0607621009268795,0.05046343975283213,0.05870236869207003,0.05664263645726056,0.01956745623069001,0.05149330587023687,0.06797116374871266,0.05458290422245108,0.02265705458290422,0.055612770339855816,0.101956745623069,0.061791967044284246,0.014418125643666324,0.04016477857878476,0.04531410916580844,0.082389289392379,0.046343975283213185,0.013388259526261586,0.028836251287332648,0.06694129763130793,-0.5777548918640577,-0.9382080329557158,-0.6910401647785788,-1.0566426364572605,-1.8331616889804325,-0.49536560247167866,-0.5756951596292482,-1.588053553038105,-1.145211122554068,-1.1822863027806385,-1.0885684860968075,-0.607621009268795,-0.6879505664263645,-1.553038105046344,-1.477857878475798,-0.2842430484037075,-0.5303810504634398,-2.3429454170957777,-1.2615859938208034,-0.9248197734294542
P30822,0.05904059040590406,0.03505535055350553,0.05166051660516605,0.0544280442804428,0.01107011070110701,0.058118081180811805,0.07380073800738007,0.03136531365313653,0.01845018450184502,0.07380073800738007,0.11900369003690037,0.06642066420664207,0.027675276752767528,0.048892988929889296,0.03228782287822878,0.06642066420664207,0.05627306273062731,0.01107011070110701,0.03044280442804428,0.07472324723247233,-0.6245387453874539,-1.03690036900369,-0.8763837638376384,-1.187269372693727,-1.8376383763837638,-0.5119926199261993,-0.6180811808118081,-1.918819188191882,-1.2472324723247232,-0.8339483394833949,-0.7490774907749077,-0.6595940959409594,-0.42066420664206644,-1.3247232472324724,-1.6291512915129152,-0.4188191881918819,-0.4843173431734317,-2.2859778597785976,-1.128228782287823,-0.6236162361623616
P31111,0.03428571428571429,0.03428571428571429,0.08342857142857144,0.054857142857142854,0.008,0.06514285714285714,0.112,0.027428571428571427,0.02057142857142857,0.053714285714285714,0.096,0.12571428571428572,0.018285714285714287,0.021714285714285714,0.019428571428571427,0.10514285714285715,0.061714285714285715,0.0,0.014857142857142857,0.04342857142857143,-0.6731428571428572,-0.5371428571428571,-0.16114285714285714,-0.6194285714285714,-2.12,-0.004571428571428572,0.056,-1.6857142857142857,-0.9554285714285714,-1.4297142857142857,-1.2434285714285713,0.05142857142857143,-0.7211428571428572,-1.8937142857142857,-1.4822857142857142,0.04,-0.34285714285714286,-2.681142857142857,-1.5005714285714287,-1.112
P31539,0.08480176211453745,0.05947136563876652,0.040748898678414094,0.07488986784140969,0.006607929515418502,0.05726872246696035,0.09030837004405286,0.05286343612334802,0.016519823788546256,0.07599118942731277,0.10682819383259912,0.07709251101321586,0.016519823788546256,0.028634361233480177,0.03303964757709251,0.05616740088105727,0.04405286343612335,0.0,0.024229074889867842,0.053964757709251104,-0.4911894273127753,-0.7720264317180616,-0.7411894273127754,-0.8865638766519823,-1.9966960352422907,-0.3436123348017621,-0.3248898678414097,-1.6343612334801763,-1.2081497797356828,-1.1354625550660793,-1.0462555066079295,-0.42731277533039647,-0.670704845814978,-1.699339207048458,-1.4889867841409692,-0.31718061674008813,-0.566079295154185,-2.595814977973568,-1.422907488986784,-0.8535242290748899
P32263,0.0979020979020979,0.006993006993006993,0.03146853146853147,0.024475524475524476,0.024475524475524476,0.038461538461538464,0.08041958041958042,0.09090909090909091,0.013986013986013986,0.045454545454545456,0.0979020979020979,0.07692307692307693,0.03146853146853147,0.013986013986013986,0.04195804195804196,0.08041958041958042,0.06293706293706294,0.0034965034965034965,0.03146853146853147,0.1048951048951049,-0.1888111888111888,-1.1958041958041958,-0.972027972027972,-1.3181818181818181,-1.597902097902098,-0.6433566433566433,-0.6958041958041958,-1.3216783216783217,-1.465034965034965,-0.972027972027972,-0.9440559440559441,-0.6678321678321678,-0.5629370629370629,-1.6853146853146854,-1.3951048951048952,-0.20279720279720279,-0.3811188811188811,-2.444055944055944,-1.416083916083916,-0.534965034965035
P32318,0.09815950920245399,0.027607361963190184,0.03374233128834356,0.06134969325153374,0.018404907975460124,0.03067484662576687,0.046012269938650305,0.08588957055214724,0.03680981595092025,0.046012269938650305,0.08282208588957055,0.05521472392638037,0.03374233128834356,0.03987730061349693,0.03680981595092025,0.07668711656441718,0.06441717791411043,0.009202453987730062,0.02147239263803681,0.0950920245398773,-0.30368098159509205,-1.196319018404908,-0.8865030674846626,-1.1687116564417177,-1.6625766871165644,-0.7515337423312883,-0.8098159509202454,-1.3006134969325154,-1.2453987730061349,-1.0429447852760736,-1.0644171779141105,-0.8343558282208589,-0.6441717791411042,-1.5030674846625767,-1.5030674846625767,-0.24846625766871167,-0.4263803680981595,-2.3496932515337425,-1.3190184049079754,-0.6993865030674846
P32361,0.03587443946188341,0.053811659192825115,0.06188340807174888,0.06457399103139014,0.012556053811659192,0.029596412556053813,0.06457399103139014,0.0484304932735426,0.02242152466367713,0.07174887892376682,0.11121076233183856,0.06457399103139014,0.023318385650224215,0.04663677130044843,0.0484304932735426,0.10224215246636771,0.04394618834080718,0.007174887892376682,0.03497757847533632,0.05201793721973094,-0.7040358744394619,-0.9632286995515695,-0.6358744394618834,-1.0260089686098655,-1.9085201793721973,-0.5982062780269058,-0.6304932735426009,-1.6834080717488789,-1.1237668161434977,-1.0878923766816144,-0.9991031390134529,-0.62152466367713,-0.6260089686098654,-1.4278026905829597,-1.4968609865470852,-0.2645739910313901,-0.5417040358744395,-2.398206278026906,-1.2071748878923767,-0.9300448430493273
P32389,0.050595238095238096,0.03422619047619048,0.13541666666666666,0.0744047619047619,0.0,0.03720238095238095,0.06398809523809523,0.044642857142857144,0.04017857142857143,0.052083333333333336,0.07291666666666667,0.06547619047619048,0.008928571428571428,0.03422619047619048,0.044642857142857144,0.12351190476190477,0.06398809523809523,0.001488095238095238,0.013392857142857142,0.03869047619047619,-0.6532738095238095,-0.7872023809523809,0.21577380952380953,-0.4583333333333333,-2.142857142857143,-0.3333333333333333,-0.24404761904761904,-1.2946428571428572,-0.7336309523809523,-1.5654761904761905,-1.5282738095238095,-0.38839285714285715,-0.9970238095238095,-1.8526785714285714,-1.3288690476190477,0.18898809523809523,-0.27827380952380953,-2.7529761904761907,-1.4955357142857142,-1.3154761904761905
P32458,0.02650602409638554,0.0746987951807229,0.05783132530120482,0.06746987951807229,0.007228915662650603,0.03614457831325301,0.10843373493975904,0.05542168674698795,0.01927710843373494,0.0891566265060241,0.10843373493975904,0.04819277108433735,0.016867469879518072,0.02891566265060241,0.03132530120481928,0.0819277108433735,0.06506024096385542,0.004819277108433735,0.02891566265060241,0.043373493975903614,-0.744578313253012,-0.7879518072289157,-0.5421686746987951,-0.8385542168674699,-2.0698795180722893,-0.43132530120481927,-0.3373493975903614,-1.6771084337349398,-1.1012048192771084,-1.1373493975903615,-1.072289156626506,-0.5542168674698795,-0.7060240963855422,-1.6289156626506025,-1.5855421686746989,-0.28433734939759037,-0.45542168674698796,-2.503614457831325,-1.3590361445783132,-0.9493975903614458
P32459,0.05128205128205128,0.03076923076923077,0.046153846153846156,0.041025641025641026,0.02564102564102564,0.046153846153846156,0.08717948717948718,0.05641025641025641,0.03076923076923077,0.06153846153846154,0.08205128205128205,0.05641025641025641,0.020512820512820513,0.035897435897435895,0.05128205128205128,0.07692307692307693,0.07179487179487179,0.010256410256410256,0.02564102564102564,0.09230769230769231,-0.5435897435897435,-1.0974358974358975,-0.8051282051282052,-1.117948717948718,-1.7435897435897436,-0.558974358974359,-0.5692307692307692,-1.646153846153846,-1.1743589743589744,-1.0461538461538462,-1.0666666666666667,-0.7025641025641025,-0.6512820512820513,-1.5692307692307692,-1.3948717948717948,-0.3076923076923077,-0.38461538461538464,-2.3692307692307693,-1.2717948717948717,-0.7128205128205128
P32468,0.0687960687960688,0.07125307125307126,0.04914004914004914,0.05405405405405406,0.004914004914004914,0.06388206388206388,0.08845208845208845,0.051597051597051594,0.02702702702702703,0.06142506142506143,0.08845208845208845,0.07371007371007371,0.014742014742014743,0.03931203931203931,0.04914004914004914,0.03931203931203931,0.06388206388206388,0.007371007371007371,0.02457002457002457,0.05896805896805897,-0.6068796068796068,-0.6707616707616708,-0.687960687960688,-0.9901719901719902,-2.098280098280098,-0.29484029484029484,-0.33906633906633904,-1.660933660933661,-1.0442260442260443,-1.285012285012285,-1.171990171990172,-0.4004914004914005,-0.7272727272727273,-1.6756756756756757,-1.3783783783783783,-0.3955773955773956,-0.5110565110565111,-2.43980343980344,-1.3120393120393121,-0.9557739557739557
P32479,0.04642857142857143,0.047619047619047616,0.05476190476190476,0.075,0.015476190476190477,0.025,0.05476190476190476,0.05714285714285714,0.023809523809523808,0.07738095238095238,0.09404761904761905,0.07857142857142857,0.011904761904761904,0.03333333333333333,0.04880952380952381,0.0988095238095238,0.058333333333333334,0.01904761904761905,0.016666666666666666,0.0630952380952381,-0.6178571428571429,-1.0035714285714286,-0.6476190476190476,-0.9464285714285714,-1.8535714285714286,-0.6547619047619048,-0.6321428571428571,-1.5511904761904762,-1.2404761904761905,-1.1464285714285714,-1.1321428571428571,-0.594047619047619,-0.7535714285714286,-1.6297619047619047,-1.4321428571428572,-0.21904761904761905,-0.4380952380952381,-2.3976190476190475,-1.4214285714285715,-0.919047619047619
P32504,0.03138075313807531,0.04184100418410042,0.06380753138075314,0.06903765690376569,0.011506276150627616,0.0502092050209205,0.08054393305439331,0.030334728033472803,0.02615062761506276,0.06171548117154812,0.10146443514644352,0.08786610878661087,0.016736401673640166,0.0596234309623431,0.04811715481171548,0.08263598326359832,0.05753138075313807,0.010460251046025104,0.0397489539748954,0.029288702928870293,-0.8284518828451883,-0.8483263598326359,-0.5439330543933054,-0.8608786610878661,-2.0397489539748954,-0.37656903765690375,-0.38598326359832635,-1.8158995815899581,-0.9476987447698745,-1.3064853556485356,-1.147489539748954,-0.42677824267782427,-0.7207112970711297,-1.397489539748954,-1.4623430962343096,-0.27615062761506276,-0.5313807531380753,-2.286610878661088,-1.0857740585774058,-1.1140167364016735
P32505,0.07809523809523809,0.05142857142857143,0.06857142857142857,0.03238095238095238,0.04,0.11619047619047619,0.06476190476190476,0.05904761904761905,0.022857142857142857,0.0380952380952381,0.05904761904761905,0.05904761904761905,0.02095238095238095,0.0380952380952381,0.09523809523809523,0.049523809523809526,0.045714285714285714,0.0019047619047619048,0.011428571428571429,0.047619047619047616,-0.49523809523809526,-0.7142857142857143,-0.5714285714285714,-0.9809523809523809,-1.7771428571428571,-0.09333333333333334,-0.38857142857142857,-1.4552380952380952,-1.0609523809523809,-1.6133333333333333,-1.4495238095238094,-0.4247619047619048,-0.8057142857142857,-1.9676190476190476,-0.9257142857142857,-0.2342857142857143,-0.5657142857142857,-2.5752380952380953,-1.5123809523809524,-1.1828571428571428
P32523,0.061630218687872766,0.033797216699801194,0.055666003976143144,0.073558648111332,0.017892644135188866,0.03578528827037773,0.06560636182902585,0.041749502982107355,0.009940357852882704,0.0636182902584493,0.09940357852882704,0.07554671968190854,0.019880715705765408,0.02982107355864811,0.0437375745526839,0.0874751491053678,0.073558648111332,0.011928429423459244,0.0437375745526839,0.055666003976143144,-0.5646123260437376,-1.0278330019880715,-0.679920477137177,-0.9443339960238568,-1.7813121272365806,-0.5546719681908548,-0.5646123260437376,-1.6759443339960238,-1.2584493041749503,-1.1153081510934393,-1.05168986083499,-0.5864811133200796,-0.68389662027833,-1.5447316103379722,-1.4413518886679921,-0.2047713717693837,-0.34791252485089463,-2.349900596421471,-1.2544731610337971,-0.8548707753479126
P32618,0.056485355648535567,0.028242677824267783,0.1098326359832636,0.04602510460251046,0.005230125523012552,0.043933054393305436,0.051255230125523014,0.02092050209205021,0.02301255230125523,0.056485355648535567,0.10251046025104603,0.0700836820083682,0.01778242677824268,0.02510460251046025,0.058577405857740586,0.1506276150627615,0.07217573221757322,0.010460251046025104,0.02301255230125523,0.028242677824267783,-0.5376569037656904,-0.850418410041841,-0.12761506276150628,-0.8451882845188284,-1.9048117154811715,-0.37447698744769875,-0.46548117154811713,-1.5700836820083681,-1.002092050209205,-1.3326359832635983,-1.1725941422594142,-0.4131799163179916,-0.7238493723849372,-1.7353556485355648,-1.2405857740585775,0.20606694560669456,-0.17364016736401675,-2.549163179916318,-1.4100418410041842,-1.1150627615062763
P32628,0.12060301507537688,0.035175879396984924,0.035175879396984924,0.05527638190954774,0.010050251256281407,0.06281407035175879,0.11557788944723618,0.07537688442211055,0.005025125628140704,0.03768844221105527,0.0728643216080402,0.03768844221105527,0.02512562814070352,0.02763819095477387,0.06030150753768844,0.0728643216080402,0.07537688442211055,0.0,0.01507537688442211,0.06030150753768844,-0.16834170854271358,-0.9447236180904522,-0.7236180904522613,-0.7864321608040201,-1.9020100502512562,-0.2964824120603015,-0.21105527638190955,-1.243718592964824,-1.3442211055276383,-1.3869346733668342,-1.3316582914572865,-0.5778894472361809,-0.821608040201005,-1.9045226130653266,-1.1080402010050252,-0.04020100502512563,-0.30904522613065327,-2.613065326633166,-1.6381909547738693,-0.9170854271356784
P32639,0.053629218677762366,0.039297272306981046,0.06241331484049931,0.05917706888580675,0.011095700416088766,0.036523347202958856,0.08136846971798428,0.0425335182616736,0.02034211742949607,0.07165973185390662,0.10725843735552473,0.07258437355524734,0.018955154877484975,0.04299583911234397,0.039297272306981046,0.08183079056865465,0.050392972723069814,0.012020342117429497,0.03374942209893666,0.06287563569116968,-0.6440129449838188,-0.9926028663892742,-0.691169671752196,-1.0319001386962552,-1.912621359223301,-0.5464632454923717,-0.5349052242256126,-1.7323162274618584,-1.1562644475265835,-1.042995839112344,-0.9773462783171522,-0.588534442903375,-0.6227461858529819,-1.4447526583448913,-1.5446139620896902,-0.3083680073971336,-0.5067036523347203,-2.3458159963014333,-1.1955617198335644,-0.8257050392972723
P32796,0.04776119402985075,0.03731343283582089,0.06567164179104477,0.058208955223880594,0.010447761194029851,0.050746268656716415,0.05373134328358209,0.04626865671641791,0.029850746268656716,0.056716417910447764,0.09104477611940298,0.08059701492537313,0.026865671641791045,0.05522388059701493,0.05223880597014925,0.08358208955223881,0.049253731343283584,0.016417910447761194,0.04328358208955224,0.04477611940298507,-0.7283582089552239,-0.9417910447761194,-0.6149253731343284,-1.0477611940298508,-1.9656716417910447,-0.47761194029850745,-0.6044776119402985,-1.653731343283582,-0.9731343283582089,-1.2671641791044777,-1.1343283582089552,-0.5492537313432836,-0.6671641791044776,-1.3656716417910448,-1.4507462686567165,-0.291044776119403,-0.5701492537313433,-2.1776119402985072,-1.035820895522388,-1.044776119402985
P32797,0.05194805194805195,0.048701298701298704,0.05303030303030303,0.06277056277056277,0.021645021645021644,0.046536796536796536,0.06385281385281386,0.03354978354978355,0.022727272727272728,0.06926406926406926,0.09632034632034632,0.0670995670995671,0.015151515151515152,0.05519480519480519,0.050865800865800864,0.10497835497835498,0.05194805194805195,0.004329004329004329,0.030303030303030304,0.049783549783549784,-0.6060606060606061,-0.948051948051948,-0.6818181818181818,-0.9967532467532467,-1.7835497835497836,-0.5151515151515151,-0.5692640692640693,-1.7521645021645023,-1.121212121212121,-1.1255411255411256,-1.051948051948052,-0.5833333333333334,-0.6634199134199135,-1.4372294372294372,-1.4296536796536796,-0.19696969696969696,-0.4696969696969697,-2.430735930735931,-1.2132034632034632,-0.9307359307359307
P32829,0.049132947976878616,0.049132947976878616,0.06358381502890173,0.08092485549132948,0.010115606936416185,0.028901734104046242,0.07225433526011561,0.05346820809248555,0.02601156069364162,0.05491329479768786,0.08092485549132948,0.07803468208092486,0.023121387283236993,0.04190751445086705,0.05491329479768786,0.07658959537572255,0.06502890173410404,0.004335260115606936,0.01878612716763006,0.06791907514450866,-0.6445086705202312,-0.8988439306358381,-0.5115606936416185,-0.7716763005780347,-2.0014450867052025,-0.5057803468208093,-0.4234104046242775,-1.546242774566474,-1.1098265895953756,-1.2760115606936415,-1.2572254335260116,-0.48554913294797686,-0.7875722543352601,-1.6820809248554913,-1.3121387283236994,-0.22109826589595374,-0.42052023121387283,-2.566473988439306,-1.4335260115606936,-0.9841040462427746
P32849,0.04020530367835757,0.05474764756201882,0.05218135158254919,0.06757912745936698,0.013686911890504704,0.041916167664670656,0.08126603934987169,0.041916167664670656,0.017964071856287425,0.05645851154833191,0.1086398631308811,0.08212147134302823,0.023952095808383235,0.04362703165098375,0.03421727972626176,0.09238665526090675,0.05902480752780154,0.011120615911035072,0.023952095808383235,0.05303678357570573,-0.6740804106073567,-0.8220701454234388,-0.6244653550042771,-0.9281437125748503,-1.9307100085543198,-0.41916167664670656,-0.42600513259195893,-1.7159965782720275,-1.1582549187339606,-1.1924721984602225,-1.0479041916167664,-0.4294268605645851,-0.630453378956373,-1.5389221556886228,-1.5397775876817792,-0.22840034217279725,-0.4542343883661249,-2.3729683490162534,-1.309666381522669,-0.9674935842600513
P32861,0.04609218436873747,0.052104208416833664,0.06613226452905811,0.06212424849699399,0.008016032064128256,0.02404809619238477,0.06212424849699399,0.06012024048096192,0.03206412825651302,0.06813627254509018,0.11422845691382766,0.07014028056112225,0.014028056112224449,0.04208416833667335,0.04208416833667335,0.0781563126252505,0.05811623246492986,0.006012024048096192,0.022044088176352707,0.07214428857715431,-0.6513026052104208,-0.9619238476953907,-0.6172344689378757,-1.0561122244488979,-1.9478957915831663,-0.6613226452905812,-0.6533066132264529,-1.5991983967935872,-1.12625250501002,-1.0501002004008015,-0.9979959919839679,-0.6232464929859719,-0.6733466933867736,-1.5190380761523046,-1.529058116232465,-0.32064128256513025,-0.4729458917835671,-2.4829659318637276,-1.31062124248497,-0.8396793587174348
P32908,0.04979591836734694,0.04897959183673469,0.07020408163265306,0.05714285714285714,0.004897959183673469,0.05061224489795919,0.11020408163265306,0.04,0.014693877551020407,0.07673469387755102,0.10693877551020409,0.10938775510204081,0.013877551020408163,0.03183673469387755,0.017959183673469388,0.07673469387755102,0.04326530612244898,0.0024489795918367346,0.0326530612244898,0.04163265306122449,-0.6791836734693878,-0.6514285714285715,-0.4546938775510204,-0.8318367346938775,-2.116734693877551,-0.2342857142857143,-0.16489795918367348,-1.7216326530612245,-1.04734693877551,-1.229387755102041,-1.0840816326530611,-0.18122448979591838,-0.6840816326530612,-1.6457142857142857,-1.6310204081632653,-0.21714285714285714,-0.5469387755102041,-2.532244897959184,-1.3036734693877552,-0.9820408163265306
P32917,0.03925845147219193,0.04471101417666303,0.07851690294438386,0.06870229007633588,0.017448200654307525,0.030534351145038167,0.061068702290076333,0.03598691384950927,0.021810250817884406,0.07415485278080698,0.10141766630316248,0.05452562704471101,0.010905125408942203,0.04471101417666303,0.05561613958560523,0.12213740458015267,0.06324972737186478,0.006543075245365322,0.021810250817884406,0.04689203925845147,-0.6444929116684842,-1.0087241003271539,-0.4514721919302072,-0.8658669574700109,-1.8233369683751364,-0.5965103598691385,-0.5812431842966194,-1.6564885496183206,-1.1363140676117776,-1.1450381679389312,-1.1057797164667393,-0.6466739367502726,-0.7393675027262814,-1.5572519083969465,-1.3773173391494002,-0.07851690294438386,-0.34242093784078514,-2.531079607415485,-1.3631406761177753,-0.9781897491821155
P33338,0.09090909090909091,0.042355371900826444,0.04338842975206612,0.05785123966942149,0.009297520661157025,0.08677685950413223,0.07644628099173553,0.023760330578512397,0.023760330578512397,0.05475206611570248,0.10640495867768596,0.058884297520661155,0.023760330578512397,0.026859504132231406,0.03925619834710744,0.08057851239669421,0.07024793388429752,0.006198347107438017,0.023760330578512397,0.05475206611570248,-0.4142561983471074,-0.8068181818181818,-0.7138429752066116,-0.96900826446281,-1.8543388429752066,-0.19111570247933884,-0.3419421487603306,-1.7830578512396693,-1.1270661157024793,-1.1353305785123966,-0.981404958677686,-0.47210743801652894,-0.5516528925619835,-1.6673553719008265,-1.3853305785123966,-0.16322314049586778,-0.33264462809917356,-2.459710743801653,-1.3264462809917354,-0.8223140495867769
P33419,0.023715415019762844,0.1067193675889328,0.07509881422924901,0.07509881422924901,0.0,0.03162055335968379,0.07114624505928854,0.04743083003952569,0.023715415019762844,0.05138339920948617,0.08300395256916997,0.06719367588932806,0.019762845849802372,0.039525691699604744,0.04743083003952569,0.13043478260869565,0.05138339920948617,0.0,0.03162055335968379,0.023715415019762844,-0.7430830039525692,-0.43873517786561267,-0.15810276679841898,-0.6600790513833992,-2.2094861660079053,-0.2608695652173913,-0.25296442687747034,-1.4703557312252964,-0.8379446640316206,-1.5889328063241106,-1.4229249011857708,-0.233201581027668,-0.8735177865612648,-1.7391304347826086,-1.3675889328063242,0.015810276679841896,-0.4505928853754941,-2.6047430830039526,-1.383399209486166,-1.3992094861660078
P33420,0.03571428571428571,0.03571428571428571,0.07949308755760369,0.055299539170506916,0.009216589861751152,0.052995391705069124,0.097926267281106,0.029953917050691243,0.01728110599078341,0.07603686635944701,0.15207373271889402,0.097926267281106,0.012672811059907835,0.03456221198156682,0.01728110599078341,0.0748847926267281,0.05184331797235023,0.004608294930875576,0.026497695852534562,0.038018433179723504,-0.7649769585253456,-0.7972350230414746,-0.5080645161290323,-0.967741935483871,-2.0034562211981566,-0.3456221198156682,-0.35368663594470046,-1.902073732718894,-1.1221198156682028,-1.0334101382488479,-0.8087557603686636,-0.3444700460829493,-0.5345622119815668,-1.5241935483870968,-1.7200460829493087,-0.29377880184331795,-0.4988479262672811,-2.478110599078341,-1.271889400921659,-0.8744239631336406
