Protein Identifier,seq_len,num_motifs,motif_density,avg_hydro,std_hydro,max_hydro,min_hydro,hydrophobic_fraction
P25454,400,3,0.0075,-0.21850000000000003,3.011720065012683,4.5,-4.5,0.3925
P21951,2222,19,0.008550855085508551,-0.3758325832583259,3.1352581199515788,4.5,-4.5,0.36363636363636365
P39998,551,4,0.007259528130671506,-0.5357531760435571,3.1178211662538255,4.5,-4.5,0.33756805807622503
P06778,471,3,0.006369426751592357,-0.8114649681528663,2.9502664923971365,4.5,-4.5,0.29936305732484075
P39743,482,1,0.002074688796680498,-0.47987551867219913,2.8351142858004934,4.5,-4.5,0.34439834024896265
Q03654,590,2,0.003389830508474576,-0.9322033898305084,3.057113997307081,4.5,-4.5,0.3050847457627119
P23542,418,3,0.007177033492822967,-0.16244019138755983,2.999346145254747,4.5,-4.5,0.38995215311004783
P32523,503,7,0.013916500994035786,-0.3866799204771372,3.0377154606079704,4.5,-4.5,0.34791252485089463
P0C0X0,67,0,0.0,-0.39850746268656706,3.3601036114672196,4.5,-4.5,0.3582089552238806
P32468,407,1,0.002457002457002457,-0.6685503685503686,3.1525183742593574,4.5,-4.5,0.3366093366093366
P38853,1164,17,0.014604810996563574,-0.7396907216494846,3.0176551353709637,4.5,-4.5,0.2963917525773196
P54786,942,17,0.018046709129511677,-0.8405520169851379,2.9832317848457173,4.5,-4.5,0.2760084925690021
P32908,1225,9,0.007346938775510204,-0.7397551020408164,3.2082437088112608,4.5,-4.5,0.32571428571428573
P30822,1084,1,0.0009225092250922509,-0.09354243542435423,3.2107284980283888,4.5,-4.5,0.41420664206642066
Q08581,821,9,0.010962241169305725,-1.1654080389768575,3.1430990060969797,4.5,-4.5,0.2679658952496955
Q06440,651,1,0.0015360983102918587,-0.7262672811059907,2.987876380983413,4.5,-4.5,0.2995391705069124
Q06407,1009,16,0.015857284440039643,-0.7633300297324083,3.0293711239202965,4.5,-4.5,0.29534192269573833
P40957,749,9,0.012016021361815754,-0.9770360480640854,3.1675644659944298,4.5,-4.5,0.3030707610146863
Q07457,700,10,0.014285714285714285,-0.805,3.179036803813381,4.5,-4.5,0.32571428571428573
P17065,759,11,0.014492753623188406,-0.7980237154150197,2.99433523926919,4.5,-4.5,0.2938076416337286
P32618,956,26,0.027196652719665274,-0.6839958158995816,2.900419305998722,4.5,-4.5,0.2918410041841004
P27895,1000,21,0.021,-0.6988,3.097153299402534,4.5,-4.5,0.318
P53253,936,9,0.009615384615384616,-0.4247863247863248,3.0772679353276824,4.5,-4.5,0.344017094017094
P33419,253,6,0.023715415019762844,-1.142687747035573,2.936938641901215,4.5,-4.5,0.24110671936758893
Q03954,165,1,0.006060606060606061,-0.7406060606060607,3.1837256043195103,4.5,-4.5,0.3393939393939394
P00830,511,0,0.0,-0.018003913894324826,3.072443765595064,4.5,-4.5,0.4070450097847358
P12753,1312,9,0.006859756097560976,-0.781173780487805,3.2295705219712585,4.5,-4.5,0.3239329268292683
P28743,706,10,0.014164305949008499,-0.6398016997167139,2.991558371555207,4.5,-4.5,0.29603399433427763
P40460,691,12,0.017366136034732273,-0.8102749638205499,3.1869617357747093,4.5,-4.5,0.2995658465991317
P32389,672,14,0.020833333333333332,-1.0002976190476192,2.9017184821271242,4.5,-4.5,0.25744047619047616
Q04477,213,2,0.009389671361502348,-0.747887323943662,3.316463095148581,4.5,-4.5,0.3286384976525822
P47129,309,5,0.016181229773462782,-1.1546925566343043,2.928746982253861,4.5,-4.5,0.24919093851132687
P47037,1230,12,0.00975609756097561,-0.6731707317073171,3.254112424308305,4.5,-4.5,0.33658536585365856
Q12191,341,8,0.02346041055718475,-1.2917888563049855,2.8778642541120245,4.5,-4.5,0.2404692082111437
P36094,363,5,0.013774104683195593,-1.1661157024793387,2.991472371726047,4.5,-4.5,0.25895316804407714
P22209,435,0,0.0,-0.6659770114942528,3.109102860500546,4.5,-4.5,0.31264367816091954
Q12346,211,2,0.009478672985781991,-0.1578199052132702,3.0384694615854984,4.5,-4.5,0.38388625592417064
P38183,143,1,0.006993006993006993,0.19650349650349644,2.9582978612712005,4.5,-4.5,0.4125874125874126
Q02895,342,3,0.008771929824561403,-0.362280701754386,3.181545571777983,4.5,-4.5,0.3684210526315789
Q08904,546,3,0.005494505494505495,-0.197985347985348,3.104736952718034,4.5,-4.5,0.38461538461538464
Q12134,243,3,0.012345679012345678,-0.41358024691358025,3.24014503637247,4.5,-4.5,0.37037037037037035
Q99312,450,2,0.0044444444444444444,-0.39599999999999996,3.1539227074302953,4.5,-4.5,0.35555555555555557
P38910,106,0,0.0,0.017924528301886795,3.255990043614283,4.5,-4.5,0.4339622641509434
P27515,501,2,0.003992015968063872,-0.06387225548902195,3.2191282364087046,4.5,-4.5,0.4111776447105788
Q03063,452,6,0.01327433628318584,-0.981858407079646,2.637665919345234,4.5,-4.5,0.24557522123893805
P53862,258,3,0.011627906976744186,0.5910852713178295,2.814214677053397,4.5,-4.5,0.47674418604651164
Q03790,475,11,0.023157894736842106,-0.772842105263158,2.918701825039739,4.5,-4.5,0.2863157894736842
P32796,670,4,0.005970149253731343,-0.5444776119402984,3.016010651423296,4.5,-4.5,0.3328358208955224
P53895,289,2,0.006920415224913495,-0.14913494809688585,3.09005676465314,4.5,-4.5,0.3875432525951557
P09201,348,3,0.008620689655172414,-0.09885057471264369,3.0664852864729095,4.5,-4.5,0.39080459770114945
Q06410,417,1,0.002398081534772182,-0.5558752997601918,3.30412434135081,4.5,-4.5,0.35251798561151076
Q06708,880,9,0.010227272727272727,-0.1625,3.195135240415569,4.5,-4.5,0.3965909090909091
Q06169,523,4,0.0076481835564053535,-0.4011472275334608,3.0496965061250405,4.5,-4.5,0.33460803059273425
P17709,500,3,0.006,-0.21999999999999997,3.0621430404212013,4.5,-4.5,0.376
P32861,499,4,0.008016032064128256,-0.2985971943887776,3.179263037717726,4.5,-4.5,0.36472945891783565
P38080,1108,17,0.015342960288808664,-0.8296931407942237,2.911990197347432,4.5,-4.5,0.286101083032491
