Identifier A,Identifier B,Interaction
A2AEA2,Q9H1K4,0
P55072,Q5SRE5,0
Q96GD4,U3KQK0,0
Q8N1N4,Q99KR7,0
Q92900,Q96PK6,0
A2A2Q9,Q92665,0
Q9H773,O75865,0
O95347,Q9H0F7,0
Q9Y4L1,P78527,0
P46379,Q9Y2G8,0
Q02248,Q9HAU5,0
Q8WUM0,A0FGR8,0
Q9NP92,Q9UPQ9,0
O09044,Q9UBU8,0
O75947,Q9HAU5,0
Q96EB6,Q16891,0
Q8NDV7,P48643,0
Q9UET6,P62258,0
P25788,Q9NQ29,0
Q9NY65,P62258,0
Q9Y5R8,P46060,0
P62136,Q8C1Z7,0
O09044,Q08945,0
P04908,F5H5D3,0
P63045,P56962,0
Q5JWF2,O00287,0
O43592,Q9CZQ9,0
Q3V3N7,Q92947,0
P35908,P63098,0
Q9P035,O43164,0
Q15014,P36873,0
P35613,Q71RC2,0
Q2TAC2,Q8N9M5,0
Q9BSJ2,Q811G0,0
C9JRZ6,Q9UPQ9,0
P12235,Q8NFD5,0
Q9BSJ2,Q92545,0
P0C0S5,Q5T160,0
P62873,O95433,0
P13645,A0FGR8,0
Q53GQ0,Q9H078,0
Q13823,Q5SRE5,0
Q8WUM0,P38435,0
Q9NVI1,P84243,0
Q04917,Q8TA86,0
O95816,Q9H7B2,0
P24539,E7EMK3,0
P35568,O95985,0
Q5T160,P01024,0
Q57UH8,Q9Y5V3,0
P00367,P68371,0
P28288,U3KQK0,0
P52429,Q02248,0
Q53GQ0,O14980,0
Q02978,P22695,0
P12004,P46379,0
Q9UNF1,P25705,0
P68104,Q9P2R6,0
Q8TCJ2,P26196,0
Q8NFQ8,Q6NXE6,0
P78318,O43524,0
Q9BUF5,P29401,0
Q14974,P17066,0
Q92922,P16615,0
Q3U0M1,P02651,0
Q14204,P11177,0
Q9NP92,Q9BW92,0
Q9H147,P48651,0
P23258,Q8BH75,0
Q5JWF2,F5H5D3,0
P11881,Q9NQ29,0
Q9CQA1,Q60932,0
Q96T76,Q9Y2G8,0
Q99653,Q9H773,0
O60884,Q92973,0
Q96S52,P11177,0
Q9BUJ2,P08670,0
P04350,Q9BYJ9,0
P20700,Q9WVH4,0
P78527,U3KQK0,0
P11021,O43681,0
Q9ULD9,P12236,0
Q86UL3,P68431,0
O00231,P43686,0
Q9NTJ5,Q13627,0
A2AEA2,Q6UW78,0
P47914,Q8N3I7,0
Q9Y296,Q96T76,0
Q8WUH6,Q71RC2,0
P63044,Q8N1F7,0
P27986,P04908,0
O43809,P22695,0
P07437,Q96F45,0
Q9NQH7,Q12840,0
Q96CK0,Q9H0U4,0
P60604,Q9UH99,0
P68104,F8W1S1,0
Q9D289,Q9NRR5,0
C9JRZ6,Q9R1E0,0
P40937,O76024,0
A2A935,O75953,0
P43487,P50993,0
Q9H583,Q8NBM4,0
O75396,Q9UNP9,0
P12235,Q9H0F7,0
Q99805,P51571,0
P06576,Q9BYF1,0
P11142,Q12840,0
Q8NI60,Q9NVI1,0
Q96RK4,O75190,0
Q99570,P16615,0
M0QXB4,P46379,0
P33778,Q15942,0
P63104,P55209,0
Q5LJA5,Q99733,0
Q58EX7,Q99570,0
J3KNF5,P04843,0
Q92643,Q8NDQ6,0
P08243,P37231,0
Q3UPR7,P31749,0
O95817,J3KPX7,0
P20340,Q9UBV2,0
O75683,P50402,0
Q9D289,Q99733,0
Q15014,P52756,0
P55084,Q6YHU6,0
Q14697,Q9NTJ5,0
O94888,O14681,0
H0YMV8,P02545,0
O88848,P31948,0
P55258,P36542,0
P11177,Q92973,0
P05141,Q8N0V3,0
P47914,P24539,0
P08243,O96019,0
Q9H5Q4,P29401,0
P61962,P13645,0
Q8N5P1,Q15006,0
P62333,Q92900,0
Q9Y3D0,Q14444,0
P43487,P27824,0
Q8WUM0,Q6IEG0,0
A8MTZ0,Q9H0F7,0
Q04917,P55072,0
P63044,Q9BXC9,0
Q00059,O43524,0
P38647,O14524,0
P13995,P13645,0
Q96RK4,Q9BWJ5,0
Q96GF1,O43175,0
Q8N5P1,P49454,0
Q16637,Q9HCJ0,0
A1L0T0,O00487,0
P52701,Q13418,0
Q96GF1,Q9HD45,0
Q13627,P01024,0
P60709,P56524,0
Q9UN81,Q9H7B2,0
Q8N3I7,O00483,0
P53618,P23258,0
P0DI81,O75964,0
Q7Z3Y7,P28066,0
Q9NTJ5,P02651,0
Q60700,O43795,0
Q96HA1,Q8N0V3,0
Q14204,Q96A33,0
Q15008,Q8N9M5,0
Q9BUJ2,P33993,0
Q5XKP0,P31749,0
P42677,Q5H9R7,0
O75477,P62136,0
Q58EX7,Q53GQ0,0
Q96PK6,Q96T76,0
P68366,Q92621,0
O75477,Q9BRK5,0
Q13509,O43175,0
P53621,Q5LJA5,0
O00303,P55209,0
P50993,P38647,0
O14980,Q5T160,0
O14681,Q99733,0
P11172,Q92782,0
Q8WTW3,Q8NDV7,0
Q9H0E9,Q8IUR0,0
Q7Z6Z7,Q9UN37,0
Q9CQA1,P62873,0
A2AEA2,Q8ND56,0
P54652,P56726,0
Q9P035,O00410,0
Q9ES56,Q9H1K4,0
Q9UJS0,P11940,0
Q7Z6Z7,O76024,0
P52756,O75865,0
Q86X55,O41515,0
O09044,P50993,0
Q9HCU5,Q9CQP2,0
P49720,Q9UN81,0
Q02248,F8W1S1,0
P07195,P35232,0
Q9P035,Q9UNF1,0
Q63503,P68366,0
Q9UDY4,P49720,0
P61163,P04844,0
O14974,Q4VC05,0
Q15392,Q15434,0
P22102,O43809,0
Q6DN90,Q9UDY4,0
P51570,P45954,0
P19474,O43617,0
P53007,Q92782,0
P19474,E9PRG8,0
Q8TEQ8,Q8IXI1,0
P62136,Q96T76,0
Q71DI3,Q9H2F5,0
B4DR61,Q8N9E0,0
Q4VC05,P50402,0
Q9GZN1,Q00577,0
Q9H0U4,Q04637,0
P78318,P62873,0
P10316,Q8WUH6,0
P07437,P00367,0
Q9BWJ5,O55013,0
P24539,P63044,0
Q12797,Q8N1F7,0
P02533,Q92545,0
P55258,P50402,0
P33778,P46379,0
Q8NBM4,Q8ND56,0
Q60700,Q9NQ48,0
O75376,Q9UDY4,0
P17987,O43809,0
Q14204,O75607,0
Q9UL15,Q9UKV0,0
Q7L5D6,O95273,0
P26641,Q9NTG7,0
P37238,Q8IYB5,0
O43809,Q9HDC9,0
O00487,Q66K89,0
Q5M775,P33981,0
P05067,P20700,0
O75376,O60237,0
O43681,P57740,0
Q8C1Z7,Q8BH75,0
Q96Q05,Q9BRT8,0
Q8IWZ6,P20618,0
Q14974,O14818,0
O60884,Q5LJA5,0
P68363,P56962,0
Q13200,Q96BR5,0
P33993,P06727,0
P63044,P02545,0
Q15942,P02651,0
Q7L5D6,Q9BUF5,0
P13645,Q8IXI1,0
O00231,Q9BSD7,0
Q14643,O95985,0
P27986,P13804,0
Q8NBM4,P00403,0
Q9UBK2,Q9UJS0,0
O14497,P45954,0
Q92665,Q96BR5,0
A2A2Q9,Q60700,0
P12004,P55042,0
O00483,P46379,0
P31946,Q9WVH4,0
P17980,O43795,0
P48553,Q13217,0
P25788,P25787,0
Q3TLI0,Q9BWJ5,0
P62805,Q13283,0
Q38DU9,Q3ZCM7,0
P11142,Q9UN37,0
P57088,Q8N0V3,0
O14901,Q96RK4,0
P53007,Q6IEG0,0
Q3UPR7,O95831,0
Q8NBJ5,Q9BXC9,0
Q8WUM0,Q9JHQ5,0
P48553,Q3SYG4,0
Q9ULD9,Q13418,0
P49721,Q63503,0
P51648,P60604,0
O75396,Q9BXF3,0
Q04206,P27986,0
P52429,O75915,0
Q53R41,Q00059,0
O00287,Q9NV56,0
Q5VWC4,P0DI81,0
Q96QF0,O14818,0
Q9Y383,Q9CWF6,0
Q96T76,Q6PI48,0
P35637,B5MDF5,0
P54709,Q9P2R6,0
P05023,F8W1S1,0
P62140,P41223,0
P02768,Q92922,0
Q9NSG2,P06213,0
Q5H9R7,P06727,0
Q99615,P52756,0
P23258,B4DLN1,0
Q60700,Q15014,0
Q71DI3,F5H5D3,0
Q13409,Q96BR5,0
O95347,Q15006,0
P62820,P35613,0
P06737,Q5HYI8,0
Q9NWB6,P28070,0
Q7Z3U7,O43242,0
Q13509,Q14697,0
P62140,Q14683,0
Q5QPK2,Q99805,0
Q14746,Q4GYY5,0
Q8TAM2,P28074,0
P15127,Q13283,0
Q71DI3,Q8N9E0,0
Q96GF1,P02533,0
Q92643,Q9UNM6,0
P05067,Q15008,0
P51617,P27708,0
O00487,Q5NCF2,0
Q68CQ7,Q9H147,0
O15260,Q99460,0
O75964,P06727,0
Q9NRG9,P62258,0
Q96CK0,Q5JPE7,0
P51970,P17980,0
P05023,Q99615,0
Q9Y4R8,Q9HAV4,0
Q9NTJ3,U3KQK0,0
P46977,Q9HAV4,0
Q14683,Q9BRX2,0
O75915,P62258,0
P62136,O96019,0
Q9H936,Q9JHQ5,0
Q8NDV7,Q99733,0
Q8TEX9,P35908,0
Q13217,Q9H5Q4,0
Q9NTG7,Q9UN81,0
P49207,P51570,0
Q9HD45,Q8NFD5,0
P28288,P28074,0
P48553,O95816,0
P0DI81,O43795,0
Q96QF0,Q8TAT6,0
P05067,P19474,0
Q9NQ48,Q96GM8,0
P54646,Q9UBB4,0
Q14746,P33993,0
A2A935,Q2KHR2,0
Q86SZ2,Q92538,0
Q13200,Q96PK6,0
Q9UDY4,P33993,0
Q08945,O95273,0
P24539,Q09161,0
Q9Y296,Q5W0B1,0
P55060,Q9NYA4,0
O41515,Q9UBU8,0
Q7Z3U7,O00303,0
Q9UL15,Q96PM9,0
Q9Y4Y9,O00232,0
P49207,Q8IXI1,0
P26641,Q14444,0
Q80U30,Q9H773,0
Q9ULD9,Q92900,0
P04350,P21796,0
P54646,P52701,0
Q09161,R4GMR5,0
Q5SNT2,P12236,0
Q9UET6,P38646,0
Q9UNP9,Q9BUF5,0
O75947,Q96GM8,0
Q08945,F5H5D3,0
O43592,P63244,0
Q9GZN1,Q9UNF1,0
P11172,Q00577,0
A1L0T0,Q9UBX3,0
O75947,P06727,0
Q8WVM8,Q13217,0
O00487,P21796,0
Q9H0U4,P35232,0
P10316,O15020,0
Q9H9S3,P35613,0
P13995,O43175,0
Q8TAM2,P42677,0
Q60700,P08238,0
Q14746,P54646,0
O00488,O43795,0
P63173,P56537,0
Q92643,P51571,0
Q5JPE7,F5H5D3,0
O00311,O43809,0
Q3TLI0,Q99KR7,0
Q5JPE7,P06493,0
Q15434,Q15154,0
Q9UJS0,Q9HAU5,0
Q9NSG2,P14625,0
O43592,M0QXB4,0
Q96HA1,Q13418,0
Q7Z3U7,P40937,0
Q9NQ29,Q5JPE7,0
Q9Y679,P55072,0
P31946,Q9UBB4,0
O95433,P13804,0
P20671,Q86SZ2,0
Q5M775,Q96L91,0
O00264,Q53GQ0,0
P55084,Q923E4,0
P04843,Q14974,0
P31749,O95347,0
A2A2Q9,H3BMF4,0
Q8NF37,Q9Y4Y9,0
P05067,Q9Y4H2,0
Q8NF37,Q9NWB6,0
Q9Y5V3,A0FGR8,0
P62873,P60604,0
B1ANR0,F5H5D3,0
Q96HA1,P55258,0
Q92900,Q16891,0
Q16637,Q96CS3,0
Q7Z3Y7,Q92545,0
P54646,P60604,0
O00264,Q6PJG6,0
P20671,Q60700,0
P25788,O43592,0
Q96S52,P12004,0
P48047,Q96L91,0
P35637,Q15293,0
O75970,O14974,0
Q5SRD1,O00488,0
Q57UH8,P04844,0
P22695,R4GMR5,0
O75607,P04908,0
O75600,Q5TEC6,0
P06576,Q99653,0
P16615,P11940,0
P51970,Q8NF37,0
Q00059,O41515,0
Q8NFJ9,J3KN16,0
P51617,Q9UJS0,0
P51665,Q9H5Q4,0
Q9JME7,Q8TEX9,0
Q9HCJ0,Q9UBM7,0
P25788,Q96GM8,0
P68431,Q8TAM1,0
Q96CS3,Q13418,0
Q7Z3C6,Q9Y2J4,0
O00410,P26196,0
Q14974,A0FGR8,0
P62191,P55786,0
Q8ND56,Q96FV9,0
Q68CQ7,Q8NFQ8,0
Q9Y4Y9,Q3ZCQ8,0
P10316,P31689,0
Q7Z6Z7,P55072,0
Q9UNP9,P20340,0
P06737,Q96CK0,0
P62136,P19474,0
P28288,P31946,0
Q5XKP0,Q3ZCM7,0
Q92643,P51970,0
P47914,Q9Y5R8,0
P07900,O35567,0
P04844,P13804,0
O95273,O75190,0
P12004,F1MWF1,0
Q5SRD1,Q9UDY4,0
O60884,P53396,0
P04350,P82912,0
Q9NRG9,C9JNU6,0
O00231,P04843,0
Q5C9Z4,P68431,0
P55042,P13995,0
F1MWF1,Q9BW92,0
A1L0T0,P13804,0
Q96EB6,Q8BH75,0
Q2KHR2,O43524,0
Q5BKZ1,O43617,0
Q9UBF2,Q5LJA5,0
Q8N3R9,P04843,0
P55060,Q9BPW8,0
Q3U0M1,Q9H9S3,0
O00487,P26641,0
Q9NTJ5,P21796,0
Q9UBK2,Q14974,0
P57088,Q9BUF5,0
Q9H583,P57740,0
Q5SNT2,P33993,0
Q5HYI8,Q86X95,0
Q8N9M5,P12236,0
Q9HCU5,P05141,0
Q38DU9,Q9Y285,0
Q9NPJ1,P25787,0
B1ANR0,Q9H0E9,0
O88848,Q96BR5,0
Q9BXF3,Q8TEM1,0
Q9BSJ2,Q3ZCQ8,0
P07900,Q52LR7,0
Q8N5P1,P31689,0
P49841,Q9H7B2,0
P61163,Q9BXC9,0
E7EMK3,Q9UBM7,0
Q96CK0,Q96P70,0
Q9Y285,Q9CZQ9,0
J3KPX7,P01889,0
J3KPP4,Q8TA86,0
Q9H0E9,P12236,0
Q9UNP9,Q9NQH7,0
P17987,Q9UPQ9,0
Q14203,P68104,0
D4ABI7,P57740,0
Q96GM8,P50402,0
P53007,P05026,0
Q9JME7,O35567,0
Q14697,P63244,0
E9PRG8,P17066,0
P33981,B4DLN1,0
Q96QF0,P07900,0
A2A2Q9,Q9Y448,0
Q14203,Q9CQA1,0
Q53R41,O76024,0
O15260,P27986,0
Q6DN90,Q96BY9,0
Q13627,P48643,0
P28074,P60604,0
Q66K89,Q14444,0
Q04206,Q5JWF2,0
O96019,Q9BSR8,0
Q96PK6,P02545,0
P51665,Q96GM8,0
P50502,Q9NS69,0
Q9NUD5,Q8TBF4,0
Q53EU6,F8W1S1,0
Q96EB6,O95816,0
P21796,Q9UBB4,0
P62873,Q6PCB8,0
Q99460,Q14444,0
Q9BUJ2,O95816,0
B1ANR0,Q8NFD5,0
O43809,O95347,0
Q9BYJ9,P52756,0
Q00535,Q9Y3C7,0
P54646,P78318,0
C9JNU6,Q92545,0
O95433,O75683,0
O14980,Q9ULX6,0
Q969V3,P60604,0
Q9UET6,Q9UNF1,0
Q92922,O00743,0
P43686,Q99707,0
Q08209,R4GMR5,0
Q8IWZ6,Q6PJG6,0
Q7L5D6,Q60932,0
O14901,Q5H9R7,0
Q9P0I2,P28074,0
Q3UPR7,Q16637,0
Q6P4A7,P28072,0
P33993,P35613,0
Q13573,Q811G0,0
H3BMF4,P43686,0
Q09472,H3BMF4,0
P35637,P70452,0
Q15392,P56726,0
P11172,Q16891,0
P02533,F5H5D3,0
Q14568,Q6IEG0,0
H3BMF4,P25705,0
Q15392,Q8N1N4,0
P02768,Q9UBB4,0
Q96CS3,P45954,0
J3KPP4,Q9BRK5,0
Q00535,Q8NBM4,0
Q5T3I0,P0DTC2,0
O00410,Q8NBJ5,0
P62136,Q02248,0
Q9Y5B9,P33981,0
O43242,P68431,0
P37238,Q96F45,0
Q66K89,Q96L91,0
C9JRZ6,Q9Y5A9,0
P12004,Q9HAV4,0
Q9UQL6,Q5SRE5,0
O75607,Q99570,0
Q7L5D6,P25786,0
P11881,Q8TBF4,0
A8MTZ0,Q8C1Z7,0
P11021,Q9C005,0
P0DI81,P02786,0
P23258,O43175,0
O76024,P12268,0
Q4VC05,O95831,0
Q71RC2,Q9ULX6,0
O14980,Q6ZNB6,0
Q9Y4Y9,Q14568,0
O00743,Q9UH99,0
Q9Y3Y2,Q5W0B1,0
Q92665,Q8TC07,0
P49841,Q9NYA4,0
Q9NQ48,O00232,0
O94888,Q9P2R6,0
Q9BVA1,O95816,0
P51970,Q9BUF5,0
P37231,P02545,0
P15127,Q9HD45,0
Q00535,Q96P70,0
P53621,Q99KR7,0
P50502,J3KN16,0
Q99570,Q9Y5A9,0
P48382,Q5JPE7,0
Q9BW92,P06213,0
Q9GZN1,Q14204,0
O75947,Q92782,0
P30405,Q9NPF5,0
F5H5D3,P38435,0
Q9UQL6,Q8N1F7,0
P62140,Q92621,0
Q9NVI1,Q8NBJ5,0
P07197,H0YMV8,0
Q96BR5,P46379,0
Q6DN90,O75865,0
O14654,Q08945,0
Q92538,Q14257,0
O75477,Q8TEX9,0
Q9H2F5,Q9CQP2,0
Q92900,Q92615,0
P20618,P62491,0
Q6DN90,O75964,0
Q9NQ29,P30837,0
P27348,O94888,0
Q9NWB6,B4DR61,0
A2A2Q9,Q9BYW2,0
Q80U30,P51665,0
Q68CQ7,P45880,0
B5MDF5,Q99KR7,0
Q9NP92,Q9BSD7,0
