Identifier A,Identifier B,Interaction
O95985,Q8IUR0,0
O95985,Q8N0V3,0
O95985,Q8NI60,0
P00403,P02651,0
P00403,Q6PJG6,0
P00403,Q9NQH7,0
P00403,Q9UPQ9,0
P01024,Q3U0M1,0
P01889,P61962,0
P01889,Q96T76,0
P02533,P60604,0
P02533,Q53GQ0,0
P02533,Q8TAM1,0
P02533,Q9D289,0
P02533,Q9UHI6,0
P02538,Q92804,0
P02538,Q9Y4H2,0
P02545,P04843,0
P02545,P06493,0
P02545,P68104,0
P02545,Q5M775,0
P02786,P63044,0
P04259,Q96P70,0
P04259,Q9NUD5,0
P04259,Q9UH99,0
P04350,P46379,0
P04350,P52789,0
P04350,P70452,0
P04350,P84243,0
P04350,Q9H936,0
P04843,P06730,0
P04843,Q04637,0
P04843,Q14568,0
P04843,Q15008,0
P04843,Q6PI48,0
P04844,P53985,0
P04844,P61981,0
P04844,Q9WVH4,0
P04908,P05026,0
P05023,Q99KR7,0
P05026,P07197,0
P05026,P30405,0
P05026,P35908,0
P05067,Q86VP6,0
P05141,P61006,0
P06213,Q5H9R7,0
P06213,Q9C005,0
P06493,P63173,0
P06493,Q15907,0
P06493,Q8WVX9,0
P06493,Q92615,0
P06576,P27708,0
P06576,Q8N3I7,0
P06727,Q63503,0
P06727,Q92890,0
P06730,P37231,0
P06730,Q9UDY4,0
P06737,P28074,0
P06737,P52701,0
P06737,P53621,0
P07197,P22102,0
P07197,Q04917,0
P07197,Q2KHR2,0
P07437,Q9ES56,0
P07437,R4GMR5,0
P07900,P46060,0
P07900,Q9BUJ2,0
P08195,Q7Z3C6,0
P08238,P39656,0
P08238,Q8TAT6,0
P08238,Q9BXW9,0
P08670,P34897,0
P08670,P51648,0
P0DJI6,P20700,0
P0DTC2,Q2TAC2,0
P10316,P49721,0
P10316,P68431,0
P10316,Q04637,0
P10316,Q5QPK2,0
P10316,Q7Z6Z7,0
P10316,Q8NFJ9,0
P10316,Q9UPT5,0
P11172,Q9Y3C7,0
P11177,Q9UNP9,0
P11881,Q96BR5,0
P12004,Q9BYF1,0
P12236,P30405,0
P12268,Q14257,0
P13645,Q86UL3,0
P13645,Q9ULX6,0
P13804,Q9P035,0
P16615,P68363,0
P17980,P31689,0
P17980,Q9Y383,0
P18859,Q5T160,0
P18859,Q6PI48,0
P18859,Q9H5V9,0
P19474,Q9BXC9,0
P20020,P35606,0
P20020,Q12797,0
P20340,Q9NQH7,0
P20393,Q8N3R9,0
P20393,Q9BXC9,0
P20393,Q9UQL6,0
P20618,P68371,0
P20618,Q5TEC6,0
P20618,Q9NUP9,0
P20671,P35637,0
P20700,P28066,0
P21796,P35606,0
P21796,Q9BRX2,0
P21796,Q9H147,0
P21796,Q9NYU2,0
P21796,Q9UNP9,0
P22102,P39656,0
P22102,Q99805,0
P22695,P28066,0
P22695,Q9UL33,0
P23258,Q71RC2,0
P23258,Q8TEQ8,0
P24539,Q6ZNB6,0
P25705,P68400,0
P25705,Q66K89,0
P25705,Q9HD20,0
P25786,P33993,0
P25786,Q6UW78,0
P25786,Q8IWZ6,0
P25786,Q92804,0
P25787,Q9Y5B9,0
P25788,P78527,0
P26641,Q14739,0
P26641,Q8TEM1,0
P27348,P53621,0
P27348,Q8N0V3,0
P27708,Q14444,0
P27708,Q9Y285,0
P27824,P70452,0
P27824,Q9UBS4,0
P27986,Q96T76,0
P27986,Q9UN86,0
P28066,Q3ZCM7,0
P28288,P68400,0
P30837,Q92922,0
P30837,Q9UL33,0
P31689,P31749,0
P31749,P31939,0
P31749,Q9H583,0
P31939,Q96P70,0
P31946,P63045,0
P31946,Q9Y3D0,0
P33778,Q6ZNB6,0
P33778,Q9BYW2,0
P33981,Q6PJG2,0
P33981,Q86SZ2,0
P33981,Q9NS69,0
P35232,P62987,0
P35568,Q9Y285,0
P35606,Q92643,0
P35637,Q9NUP9,0
P35908,P62136,0
P35908,Q8N3R9,0
P35998,Q14444,0
P35998,Q2TAC2,0
P35998,Q8TA86,0
P35998,Q96EB6,0
P36542,P78371,0
P36542,Q5T160,0
P36542,Q60932,0
P36873,Q9BSD7,0
P36873,Q9UJS0,0
P37231,Q9NY65,0
P37238,P62820,0
P38435,Q9UBM7,0
P38435,R4GMR5,0
P38606,Q96GF1,0
P38646,P38647,0
P38646,Q96FV9,0
P38647,Q923E4,0
P39656,P63167,0
P39656,Q00325,0
P39656,Q9H078,0
P40937,Q5SRD1,0
P40937,Q9BXW9,0
P40937,Q9UQL6,0
P40939,P49593,0
P40939,Q16531,0
P40939,Q6PJG6,0
P40939,Q7Z6Z7,0
P40939,Q9BYF1,0
P41223,Q99KR7,0
P41223,Q9Y2G8,0
P42677,Q9BTY2,0
P42677,Q9H5Q4,0
P42704,Q14257,0
P42704,Q5QPK2,0
P43487,Q8BH75,0
P43487,Q9Y3D0,0
P43686,Q3TLI0,0
P43686,Q9BRK5,0
P45880,P78371,0
P45880,Q92616,0
P45954,Q14449,0
P46060,Q02978,0
P46060,Q92782,0
P46060,Q9NWB6,0
P46379,Q9H078,0
P46977,Q09161,0
P46977,Q14746,0
P46977,Q8N3I7,0
P48047,Q96GF1,0
P48356,P53618,0
P48382,Q15008,0
P48382,Q9JME7,0
P48382,Q9UQL6,0
P48553,P54652,0
P48643,P68363,0
P48643,Q00535,0
P48643,Q16531,0
P48643,Q8NDQ6,0
P48651,P68363,0
P48651,Q14683,0
P48651,Q9JME7,0
P49454,P63044,0
P49454,Q60700,0
P49454,Q92615,0
P49593,Q96PK6,0
P49721,Q3ZCM7,0
P50402,Q9UN86,0
P50454,Q8NF37,0
P50993,Q5LJA5,0
P50993,Q99707,0
P51570,Q9UPT5,0
P51571,P62873,0
P51571,Q14683,0
P51571,Q5TEC6,0
P51571,Q9ULD9,0
P51617,P60709,0
P51617,Q9BYF1,0
P51648,Q99653,0
P51665,Q13724,0
P51665,Q92615,0
P51665,Q92804,0
P51970,Q13573,0
P52701,Q9CWF6,0
P52701,Q9H1K4,0
P52701,Q9NVI1,0
P52756,Q15907,0
P52756,Q92665,0
P52789,P60709,0
P53396,Q9Y3Y2,0
P53618,Q9Y4R8,0
P53621,Q7L5D6,0
P54652,Q92616,0
P54652,Q96P70,0
P54709,Q96QF0,0
P55042,Q9NTG7,0
P55042,Q9NTJ5,0
P55060,Q9UBS4,0
P55209,Q15014,0
P55209,Q9GZN1,0
P55258,P56962,0
P55258,Q09472,0
P55258,Q13200,0
P55258,Q92621,0
P55258,Q96GD4,0
P55786,Q6P4A7,0
P55786,Q86SZ2,0
P55786,Q92973,0
P56537,R4GMR5,0
P56589,P63104,0
P56589,Q8NFD5,0
P56962,Q60932,0
P60228,P60604,0
P60604,P62491,0
P60604,Q96JJ7,0
P60709,P62820,0
P61006,Q9Y277,0
P61026,Q8WUM0,0
P61163,Q9H307,0
P61962,Q96BR5,0
P61962,Q9H5Q4,0
P61962,Q9ULD9,0
P61962,Q9Y296,0
P61981,Q57UH8,0
P62136,Q92922,0
P62136,Q9UBM7,0
P62136,Q9UNM6,0
P62258,Q16891,0
P62258,Q9BRX2,0
P62333,Q9UBS4,0
P62492,Q5JWF2,0
P62805,Q14739,0
P62805,Q92804,0
P62805,Q9NYA4,0
P62820,Q9BPW8,0
P62873,P63045,0
P62873,Q13409,0
P62987,Q9BRK5,0
P63044,Q9BYF1,0
P63045,Q6PJG6,0
P63098,P82912,0
P63098,Q8C1Z7,0
P63098,Q9BSD7,0
P63167,Q7Z3C6,0
P63244,Q5LJA5,0
P63244,Q9Y296,0
P67870,Q4VC05,0
P67870,Q9CZQ9,0
P68104,Q5JPE7,0
P68104,Q8N9M5,0
P68104,Q92616,0
P68104,Q96GM8,0
P68363,Q9D289,0
P68366,Q09472,0
P68371,Q14746,0
P70452,Q15434,0
P70452,Q6IEG0,0
P78318,Q9NPF5,0
P78371,Q13123,0
P78371,Q9BYJ9,0
P78371,Q9HAF1,0
P78527,Q8NDQ6,0
P82912,Q99707,0
P84090,Q9Y2G8,0
P84243,Q02978,0
P84243,Q96Q05,0
Q00059,Q96PK6,0
Q00325,Q8N3I7,0
Q00325,Q99707,0
Q00325,Q9UBB4,0
Q00535,Q8NI60,0
Q00535,Q9H583,0
Q00577,Q60770,0
Q00577,Q969V3,0
Q02248,Q04206,0
Q02248,Q15392,0
Q02978,Q66K89,0
Q02978,Q9NZ01,0
Q02978,Q9UN37,0
Q04637,Q9JHQ5,0
Q04917,Q9NZ01,0
Q07065,Q9H307,0
Q08209,Q9UBV2,0
Q09472,Q8NFQ8,0
Q09472,Q9UQL6,0
Q12797,Q8IUR0,0
Q12840,Q8TEX9,0
Q13200,Q8IXI1,0
Q13200,Q8ND56,0
Q13200,Q9NY65,0
Q13283,Q9H147,0
Q13509,Q92973,0
Q13509,Q9H7B2,0
Q13573,Q4GYY5,0
Q13573,Q92616,0
Q13724,Q86X95,0
Q13724,Q8NBJ5,0
Q13823,Q5HYI8,0
Q14203,Q9BSD7,0
Q14204,Q96P70,0
Q14204,Q96RK4,0
Q14257,Q68CQ7,0
Q14257,Q8TEX9,0
Q14527,Q9CZQ9,0
Q14568,Q15773,0
Q14568,Q92538,0
Q14568,Q9UNF1,0
Q14643,Q8TAM1,0
Q14643,Q8WVM8,0
Q14643,Q9UH99,0
Q14669,Q5BKY9,0
Q14669,Q9UBM7,0
Q14683,Q6PJG6,0
Q14697,Q14974,0
Q14746,Q96GD4,0
Q14746,Q9UBK2,0
Q14974,Q16891,0
Q14974,Q8WUM0,0
Q15006,Q9H2F5,0
Q15014,Q8NF37,0
Q15154,Q92890,0
Q15293,Q2TAC2,0
Q15434,Q9NSG2,0
Q15907,Q8NFD5,0
Q15907,Q9BXC9,0
Q15942,Q8NFD5,0
Q16891,Q9UPT5,0
Q2KHR2,Q9NQH7,0
Q2TAC2,Q7Z3U7,0
Q2TAC2,Q9UET6,0
Q38DU9,Q96PK6,0
Q3SYG4,Q9R1E0,0
Q3UPR7,Q8IUR0,0
Q3V3N7,Q6PJG6,0
Q4VC05,Q58EX7,0
Q53EU6,Q9HD45,0
Q53G59,Q9UH99,0
Q53GQ0,Q5BKZ1,0
Q58EX7,Q8WUH6,0
Q58EX7,Q9Y4Y9,0
Q5BKY9,Q9UN81,0
Q5C9Z4,Q7Z6Z7,0
Q5C9Z4,Q99570,0
Q5H9R7,Q9Y5V3,0
Q5HYI8,Q8IYB5,0
Q5HYI8,Q8N9E0,0
Q5JPE7,Q66K89,0
Q5JPE7,Q8TEX9,0
Q5SNT2,Q86SZ2,0
Q5SNT2,Q8TEX9,0
Q5SRD1,Q8C1Z7,0
Q5SRE5,Q9UJV9,0
Q5T160,Q93084,0
Q5T160,Q9Y277,0
Q5T3I0,Q9UDY4,0
Q5T3I0,Q9Y3Y2,0
Q5VWC4,Q9P035,0
Q5XKP0,Q96RK4,0
Q5XKP0,Q9UPT5,0
Q60700,Q92922,0
Q60700,Q96PK6,0
Q60770,Q9Y4H2,0
Q60932,Q96PK6,0
Q69YQ0,Q86SZ2,0
Q6DN90,Q9UQL6,0
Q6P4A7,Q6PI48,0
Q6P4A7,Q7Z3U7,0
Q6P4A7,Q8NFD5,0
Q6P4A7,Q96P70,0
Q6PI48,Q9BTY2,0
Q6PJG2,Q96RK4,0
Q6PJG6,Q96CS3,0
Q6PJG6,Q9UN81,0
Q6PJG6,Q9UQL6,0
Q6PJG6,Q9Y2G8,0
Q6YHU6,Q92922,0
Q6YHU6,Q92947,0
Q6YHU6,Q9HDC9,0
Q6ZNB6,R4GMR5,0
Q71RC2,Q96PM9,0
Q7L5D6,Q92538,0
Q7Z3C6,Q9UBF2,0
Q7Z3Y7,Q96CK0,0
Q7Z3Y7,Q9UQL6,0
Q7Z6Z7,Q923E4,0
Q811G0,Q92545,0
Q86SZ2,Q8TBF4,0
Q86SZ2,Q8WVX9,0
Q86UL3,Q8WUH6,0
Q86UL3,Q923E4,0
Q86X95,Q9Y3C7,0
Q8C1Z7,Q99KR7,0
Q8C1Z7,Q9NZ01,0
Q8IUR0,Q923E4,0
Q8IUR0,Q99653,0
Q8IWZ6,Q9BTY2,0
Q8IWZ6,Q9ULD9,0
Q8K2G4,Q9UBX3,0
Q8N0V3,Q96P70,0
Q8N1N4,Q9BPW8,0
Q8N3I7,Q9UBB4,0
Q8N9M5,Q9UBM7,0
Q8ND56,Q9UBS4,0
Q8NDV7,Q9H0E9,0
Q8NDV7,Q9NTG7,0
Q8NF37,Q92615,0
Q8NF37,Q9NTG7,0
Q8NF37,Q9NV56,0
Q8TEM1,Q9Y3C1,0
Q8TEM1,Q9Y4H2,0
Q8TEQ8,Q9UDW3,0
Q8VD72,Q9BXW9,0
Q92545,Q9BTY2,0
Q92545,Q9BWJ5,0
Q92615,Q96CS3,0
Q92621,Q96PM9,0
Q92621,Q9NTJ5,0
Q92782,Q9NV56,0
Q92782,Q9Y4H2,0
Q92890,Q9UBF2,0
Q92900,Q9Y5R8,0
Q92973,Q9H773,0
Q96EB6,Q9Y5V3,0
Q96GD4,Q9UHI6,0
Q96GM8,Q9NUP9,0
Q96GM8,Q9Y5V3,0
Q96JJ7,Q9UBF2,0
Q96L91,Q9H307,0
Q96PM9,Q96RK4,0
Q96Q05,Q9ULX6,0
Q96Q05,Q9Y679,0
Q99570,Q9H2F5,0
Q99707,Q9Y5V3,0
Q99805,Q9H7B2,0
Q99942,Q9R1E0,0
Q99942,Q9Y5A9,0
Q9BPW8,Q9Y3Y2,0
Q9BRK5,Q9H9E1,0
Q9BUF5,Q9H0F7,0
Q9BUJ2,Q9UPQ9,0
Q9BXC9,Q9GZN1,0
Q9BYJ9,Q9H5V9,0
Q9BYW2,Q9NRR5,0
Q9CQA1,Q9UN86,0
Q9CQP2,Q9H5Q4,0
Q9CWF6,Q9H0E9,0
Q9H078,Q9H583,0
Q9H0E9,Q9NRR5,0
Q9H0F7,Q9H583,0
Q9H0F7,Q9HD20,0
Q9H0F7,Q9UN37,0
Q9H0F7,Q9Y4L1,0
Q9H147,Q9UPQ9,0
Q9H1K4,Q9UBB4,0
Q9H307,Q9Y5B9,0
Q9H773,Q9R1E0,0
Q9H7B2,Q9Y4L1,0
Q9HAF1,Q9NQ29,0
Q9NQ29,Q9UPQ9,0
Q9NWB6,Q9UJS0,0
Q9NYU2,Q9P035,0
Q9NYU2,Q9UNF1,0
Q9P035,Q9UBF2,0
Q9UBB4,Q9Y4Y9,0
Q9UBS4,Q9UPQ9,0
Q9UH99,Q9ULD9,0
Q9UHI6,Q9UPQ9,0
Q9Y285,Q9Y5B9,0
